# RaceRender Data
Time,Latitude,Longitude,Altitude,MPH,Heading,X,Y,GPS_Update,Accuracy
9.722,32.9855719,-89.7901445,10.0,9.6,243.0,1.511,-1.257,1,3.0
9.822,32.9855790,-89.7901524,10.0,10.9,316.8,0.543,2.005,1,3.0
9.922,32.9855873,-89.7901438,10.0,12.3,41.0,0.595,1.975,1,3.0
10.022,32.9856029,-89.7901586,10.0,22.3,321.6,1.517,-1.996,1,3.0
10.122,32.9856107,-89.7901536,10.0,9.9,28.1,-1.475,1.972,1,3.0
10.223,32.9856088,-89.7901647,10.0,10.6,258.5,0.367,-2.000,1,3.0
10.323,32.9856159,-89.7901619,10.0,8.4,18.4,-1.014,1.865,1,3.0
10.423,32.9856300,-89.7901627,10.0,15.8,357.4,1.499,-2.010,1,3.0
10.523,32.9856378,-89.7901678,10.0,10.0,331.1,-1.510,-2.035,1,3.0
10.624,32.9856452,-89.7901780,10.0,12.6,310.8,1.133,-1.952,1,3.0
10.724,32.9856522,-89.7901797,10.0,8.1,348.4,-1.474,1.965,1,3.0
10.824,32.9856560,-89.7901742,10.0,6.6,50.6,-0.635,1.980,1,3.0
10.924,32.9856710,-89.7901802,10.0,17.7,341.5,1.488,-1.932,1,3.0
11.024,32.9856776,-89.7901763,10.0,8.2,26.9,-1.521,1.992,1,3.0
11.125,32.9856893,-89.7901841,10.0,15.0,330.6,1.489,-1.976,1,3.0
11.225,32.9856971,-89.7901769,10.0,11.0,37.8,-1.515,2.089,1,3.0
11.325,32.9857102,-89.7901759,10.0,14.8,3.6,1.498,-2.028,1,3.0
11.425,32.9857180,-89.7901683,10.0,11.3,39.6,-1.543,2.028,1,3.0
11.526,32.9857242,-89.7901697,10.0,7.0,348.9,-1.452,-2.045,1,3.0
11.626,32.9857324,-89.7901828,10.0,15.3,306.9,1.513,-2.007,1,3.0
11.726,32.9857444,-89.7901679,10.0,19.4,45.9,1.475,2.025,1,3.0
11.826,32.9857515,-89.7901726,10.0,9.1,330.8,-1.502,-1.915,1,3.0
11.927,32.9857579,-89.7901650,10.0,10.1,45.0,0.453,2.051,1,3.0
12.027,32.9857779,-89.7901670,10.0,22.5,355.2,1.500,-1.925,1,3.0
12.127,32.9857730,-89.7901589,10.0,9.3,125.9,-1.475,2.019,1,3.0
12.227,32.9857750,-89.7901614,10.0,3.2,312.5,-1.474,-2.014,1,3.0
12.327,32.9857890,-89.7901598,10.0,15.8,5.4,1.602,1.939,1,3.0
12.428,32.9857862,-89.7901628,10.0,4.2,221.3,-1.452,-2.007,1,3.0
12.528,32.9858068,-89.7901509,10.0,25.7,25.8,1.522,1.983,1,3.0
12.628,32.9858119,-89.7901475,10.0,6.5,29.4,-1.548,0.231,1,3.0
12.728,32.9858151,-89.7901393,10.0,8.6,65.1,0.939,1.978,1,3.0
12.829,32.9858246,-89.7901376,10.0,10.8,8.3,1.017,-1.926,1,3.0
12.929,32.9858319,-89.7901442,10.0,10.2,322.8,-0.253,-1.967,1,3.0
13.029,32.9858320,-89.7901368,10.0,6.9,89.2,-1.508,1.915,1,3.0
13.129,32.9858334,-89.7901212,10.0,14.7,84.0,1.538,-0.687,1,3.0
13.229,32.9858397,-89.7901250,10.0,7.9,333.3,-1.551,-2.035,1,3.0
13.330,32.9858457,-89.7901047,10.0,20.3,70.7,1.540,2.002,1,3.0
13.430,32.9858422,-89.7901165,10.0,11.8,250.4,-1.488,2.055,1,3.0
13.530,32.9858507,-89.7900990,10.0,19.0,59.7,1.469,2.059,1,3.0
13.630,32.9858503,-89.7900989,10.0,0.5,167.9,-1.534,0.388,1,3.0
13.731,32.9858615,-89.7900889,10.0,15.7,36.9,1.467,-1.996,1,3.0
13.831,32.9858539,-89.7900833,10.0,10.0,148.7,-1.507,2.004,1,3.0
13.931,32.9858511,-89.7900803,10.0,4.2,137.8,-1.507,-0.399,1,3.0
14.031,32.9858591,-89.7900656,10.0,16.4,56.9,1.531,-2.012,1,3.0
14.131,32.9858511,-89.7900567,10.0,12.2,136.8,-1.487,1.932,1,3.0
14.232,32.9858564,-89.7900608,10.0,7.1,327.0,-1.485,-2.000,1,3.0
14.332,32.9858550,-89.7900442,10.0,15.7,96.0,1.508,2.006,1,3.0
14.432,32.9858552,-89.7900325,10.0,10.9,88.7,-1.493,-0.650,1,3.0
14.532,32.9858563,-89.7900223,10.0,9.7,82.6,-0.557,-0.558,1,3.0
14.633,32.9858447,-89.7900158,10.0,14.3,155.0,1.486,2.013,1,3.0
14.733,32.9858507,-89.7900020,10.0,14.6,62.6,0.130,-1.961,1,3.0
14.833,32.9858502,-89.7900079,10.0,5.6,263.9,-1.479,-1.982,1,3.0
14.933,32.9858335,-89.7899948,10.0,22.4,146.7,1.518,-2.074,1,3.0
15.033,32.9858421,-89.7899862,10.0,12.6,40.1,-1.511,-1.924,1,3.0
15.134,32.9858285,-89.7899830,10.0,15.5,168.8,1.337,1.985,1,3.0
15.234,32.9858282,-89.7899613,10.0,20.4,90.9,1.494,-2.044,1,3.0
15.334,32.9858201,-89.7899608,10.0,9.1,177.0,-1.519,2.065,1,3.0
15.434,32.9858109,-89.7899457,10.0,17.5,126.1,1.461,-2.002,1,3.0
15.535,32.9858082,-89.7899362,10.0,9.4,108.6,-1.486,-1.327,1,3.0
15.635,32.9857978,-89.7899252,10.0,15.6,138.4,1.440,2.032,1,3.0
15.735,32.9857921,-89.7899169,10.0,10.0,129.5,-1.483,-0.644,1,3.0
15.835,32.9857883,-89.7899099,10.0,7.8,123.1,-1.016,-0.483,1,3.0
15.935,32.9857815,-89.7899004,10.0,11.7,130.2,1.477,0.618,1,3.0
16.036,32.9857683,-89.7898877,10.0,19.0,141.3,1.528,1.721,1,3.0
16.136,32.9857679,-89.7898667,10.0,19.7,91.3,0.326,-2.023,1,3.0
16.236,32.9857556,-89.7898564,10.0,16.8,144.9,-1.346,2.019,1,3.0
16.336,32.9857547,-89.7898659,10.0,9.0,263.6,-1.523,1.916,1,3.0
16.437,32.9857393,-89.7898471,10.0,24.7,134.3,1.475,-1.994,1,3.0
16.537,32.9857275,-89.7898409,10.0,14.4,156.1,-1.497,1.975,1,3.0
16.637,32.9857177,-89.7898195,10.0,22.9,118.6,1.492,-2.022,1,3.0
16.737,32.9857118,-89.7898144,10.0,8.2,144.1,-1.478,1.596,1,3.0
16.837,32.9856961,-89.7898036,10.0,20.3,150.1,1.513,0.883,1,3.0
16.938,32.9856870,-89.7898006,10.0,10.6,164.4,-1.555,1.254,1,3.0
17.038,32.9856758,-89.7897907,10.0,15.6,143.3,1.473,-1.977,1,3.0
17.138,32.9856772,-89.7897660,10.0,23.2,86.1,1.553,-2.049,1,3.0
17.238,32.9856558,-89.7897646,10.0,23.9,176.9,0.295,1.967,1,3.0
17.339,32.9856547,-89.7897518,10.0,12.1,96.0,-1.531,-1.990,1,3.0
17.439,32.9856495,-89.7897498,10.0,6.1,162.2,-1.535,2.007,1,3.0
17.539,32.9856410,-89.7897375,10.0,14.9,129.5,1.524,-2.100,1,3.0
17.639,32.9856379,-89.7897214,10.0,15.6,103.0,0.311,-1.969,1,3.0
17.739,32.9856284,-89.7897035,10.0,19.8,122.3,1.483,2.038,1,3.0
17.840,32.9856137,-89.7896930,10.0,19.2,149.3,-0.340,2.047,1,3.0
17.940,32.9856132,-89.7896910,10.0,2.0,105.8,-1.498,-0.669,1,3.0
18.040,32.9856084,-89.7896834,10.0,8.9,127.2,1.549,1.522,1,3.0
18.140,32.9856043,-89.7896719,10.0,11.7,113.0,1.244,-1.337,1,3.0
18.241,32.9855871,-89.7896614,10.0,21.6,152.8,1.505,2.108,1,3.0
18.341,32.9855863,-89.7896544,10.0,6.6,98.1,-1.507,-2.007,1,3.0
18.441,32.9855767,-89.7896397,10.0,17.5,127.7,1.445,1.978,1,3.0
18.541,32.9855679,-89.7896348,10.0,10.8,155.0,-1.464,1.982,1,3.0
18.641,32.9855716,-89.7896222,10.0,12.5,71.0,0.783,-2.024,1,3.0
18.742,32.9855659,-89.7896211,10.0,6.5,171.0,-1.519,2.001,1,3.0
18.842,32.9855632,-89.7895992,10.0,20.7,98.2,1.481,-2.021,1,3.0
18.942,32.9855527,-89.7895939,10.0,12.7,157.0,-1.477,2.005,1,3.0
19.042,32.9855514,-89.7895891,10.0,4.8,108.1,-1.542,-1.836,1,3.0
19.143,32.9855537,-89.7895727,10.0,15.6,80.4,1.466,-2.017,1,3.0
19.243,32.9855513,-89.7895683,10.0,5.0,124.0,-1.539,1.741,1,3.0
19.343,32.9855430,-89.7895577,10.0,13.6,132.8,1.504,1.038,1,3.0
19.443,32.9855431,-89.7895458,10.0,11.1,89.7,-1.146,-1.942,1,3.0
19.543,32.9855470,-89.7895472,10.0,4.5,344.1,-1.496,-1.979,1,3.0
19.644,32.9855388,-89.7895407,10.0,10.9,146.5,1.548,1.937,1,3.0
19.744,32.9855374,-89.7895263,10.0,13.6,96.6,1.230,-2.048,1,3.0
19.844,32.9855370,-89.7895109,10.0,14.4,92.1,0.403,-0.586,1,3.0
19.944,32.9855352,-89.7895193,10.0,8.1,256.2,-1.507,2.029,1,3.0
20.045,32.9855386,-89.7895114,10.0,8.3,63.0,0.082,2.014,1,3.0
20.145,32.9855474,-89.7895052,10.0,11.4,30.7,1.368,-2.052,1,3.0
20.245,32.9855517,-89.7894991,10.0,7.5,49.9,-1.497,1.138,1,3.0
20.345,32.9855590,-89.7894849,10.0,15.6,58.4,1.518,1.031,1,3.0
20.445,32.9855526,-89.7894690,10.0,16.5,115.6,0.451,1.963,1,3.0
20.546,32.9855674,-89.7894754,10.0,17.7,340.0,0.502,-1.913,1,3.0
20.646,32.9855640,-89.7894710,10.0,5.7,133.1,-1.505,1.992,1,3.0
20.746,32.9855770,-89.7894763,10.0,15.4,341.2,1.469,-2.030,1,3.0
20.846,32.9855724,-89.7894569,10.0,18.9,105.8,1.491,2.015,1,3.0
20.947,32.9855777,-89.7894568,10.0,6.0,1.0,-1.535,-1.996,1,3.0
21.047,32.9855941,-89.7894543,10.0,18.5,7.5,1.473,0.875,1,3.0
21.147,32.9855927,-89.7894439,10.0,9.8,99.4,-1.510,2.061,1,3.0
21.247,32.9855942,-89.7894527,10.0,8.4,281.7,-0.613,-1.971,1,3.0
21.347,32.9856062,-89.7894439,10.0,15.7,31.7,1.524,2.004,1,3.0
21.448,32.9856198,-89.7894339,10.0,18.0,31.5,1.053,-0.064,1,3.0
21.548,32.9856235,-89.7894387,10.0,6.1,311.7,-1.522,-1.919,1,3.0
21.648,32.9856214,-89.7894375,10.0,2.6,152.6,-1.489,-2.004,1,3.0
21.748,32.9856329,-89.7894415,10.0,13.4,343.6,1.498,-1.898,1,3.0
21.849,32.9856475,-89.7894291,10.0,20.0,35.6,1.484,2.045,1,3.0
21.949,32.9856532,-89.7894293,10.0,6.4,357.9,-1.523,-2.006,1,3.0
22.049,32.9856693,-89.7894290,10.0,18.0,0.9,1.490,0.418,1,3.0
22.149,32.9856661,-89.7894265,10.0,4.3,146.9,-1.498,2.003,1,3.0
22.249,32.9856809,-89.7894268,10.0,16.6,359.1,1.509,-1.974,1,3.0
22.350,32.9856888,-89.7894258,10.0,8.8,6.1,-1.473,0.625,1,3.0
22.450,32.9856925,-89.7894192,10.0,7.5,56.0,-0.624,2.081,1,3.0
22.550,32.9857079,-89.7894171,10.0,17.3,6.5,1.521,-2.028,1,3.0
22.650,32.9857186,-89.7894252,10.0,14.2,327.7,-1.393,-1.976,1,3.0
22.751,32.9857178,-89.7894253,10.0,0.9,185.4,-1.461,-1.018,1,3.0
22.851,32.9857274,-89.7894201,10.0,11.9,24.3,1.493,-2.044,1,3.0
22.951,32.9857405,-89.7894220,10.0,14.7,353.0,1.313,-2.031,1,3.0
23.051,32.9857436,-89.7894230,10.0,3.6,345.3,-1.493,-0.272,1,3.0
23.151,32.9857517,-89.7894344,10.0,14.0,310.2,1.520,-2.041,1,3.0
23.252,32.9857634,-89.7894413,10.0,14.6,333.6,0.241,2.026,1,3.0
23.352,32.9857713,-89.7894319,10.0,12.5,44.7,-0.985,2.040,1,3.0
23.452,32.9857800,-89.7894324,10.0,9.7,357.6,-1.271,-2.023,1,3.0
23.552,32.9857919,-89.7894428,10.0,16.5,323.7,1.555,-1.975,1,3.0
23.653,32.9857955,-89.7894409,10.0,4.4,23.6,-1.517,2.005,1,3.0
23.753,32.9858002,-89.7894524,10.0,12.1,295.9,1.522,-2.081,1,3.0
23.853,32.9858137,-89.7894564,10.0,15.5,346.1,1.526,2.036,1,3.0
23.953,32.9858168,-89.7894555,10.0,3.6,13.1,-1.485,0.656,1,3.0
24.053,32.9858200,-89.7894580,10.0,4.3,327.6,0.283,-1.513,1,3.0
24.154,32.9858359,-89.7894660,10.0,19.2,337.0,1.559,1.363,1,3.0
24.254,32.9858380,-89.7894696,10.0,4.2,304.7,-1.473,-1.049,1,3.0
24.354,32.9858351,-89.7894777,10.0,8.3,246.8,1.409,-1.993,1,3.0
24.454,32.9858400,-89.7894804,10.0,6.0,335.9,-1.027,2.008,1,3.0
24.555,32.9858420,-89.7894840,10.0,4.1,303.3,-0.878,-1.058,1,3.0
24.655,32.9858456,-89.7894925,10.0,8.9,296.6,1.545,-0.494,1,3.0
24.755,32.9858485,-89.7894966,10.0,5.0,310.2,-1.484,0.512,1,3.0
24.855,32.9858595,-89.7895016,10.0,13.2,339.4,1.490,1.994,1,3.0
24.955,32.9858627,-89.7895099,10.0,8.6,294.9,-1.545,-1.955,1,3.0
25.056,32.9858597,-89.7895135,10.0,4.9,224.9,-1.503,-2.077,1,3.0
25.156,32.9858625,-89.7895205,10.0,7.3,295.8,1.143,1.970,1,3.0
25.256,32.9858581,-89.7895350,10.0,14.4,250.1,1.458,-1.935,1,3.0
25.356,32.9858577,-89.7895414,10.0,6.0,265.9,-1.492,0.731,1,3.0
25.457,32.9858638,-89.7895477,10.0,9.1,319.0,1.359,2.013,1,3.0
25.557,32.9858613,-89.7895505,10.0,3.8,222.2,-1.505,-1.969,1,3.0
25.657,32.9858565,-89.7895566,10.0,7.8,227.1,1.540,0.346,1,3.0
25.757,32.9858499,-89.7895762,10.0,19.9,248.1,1.517,1.997,1,3.0
25.857,32.9858474,-89.7895836,10.0,7.4,247.7,-1.490,-0.010,1,3.0
25.958,32.9858476,-89.7895873,10.0,3.5,274.4,-1.461,0.773,1,3.0
26.058,32.9858409,-89.7895962,10.0,11.3,228.0,1.537,-2.025,1,3.0
26.158,32.9858436,-89.7896115,10.0,14.7,281.8,1.471,2.005,1,3.0
26.258,32.9858359,-89.7896104,10.0,8.6,173.1,-1.463,-1.988,1,3.0
26.359,32.9858305,-89.7896145,10.0,7.2,212.1,-0.715,2.021,1,3.0
26.459,32.9858279,-89.7896305,10.0,15.3,259.2,1.474,1.988,1,3.0
26.559,32.9858245,-89.7896385,10.0,8.4,243.5,-1.498,-1.078,1,3.0
26.659,32.9858131,-89.7896351,10.0,13.2,165.7,1.507,-1.908,1,3.0
26.759,32.9858127,-89.7896551,10.0,18.7,268.6,1.511,1.976,1,3.0
26.860,32.9858019,-89.7896791,10.0,25.6,241.9,1.498,-1.956,1,3.0
26.960,32.9858003,-89.7896778,10.0,2.2,145.2,-1.481,-1.779,1,3.0
27.060,32.9857867,-89.7896835,10.0,16.1,199.5,1.475,1.958,1,3.0
27.160,32.9857899,-89.7897048,10.0,20.3,280.0,1.562,2.000,1,3.0
27.261,32.9857796,-89.7897057,10.0,11.6,183.8,-1.501,-1.951,1,3.0
27.361,32.9857575,-89.7897214,10.0,28.8,210.9,1.464,1.988,1,3.0
27.461,32.9857542,-89.7897278,10.0,7.1,238.7,-1.504,1.572,1,3.0
27.561,32.9857495,-89.7897461,10.0,17.9,252.8,1.487,2.020,1,3.0
27.661,32.9857413,-89.7897621,10.0,17.6,238.9,-0.136,-1.995,1,3.0
27.762,32.9857249,-89.7897607,10.0,18.5,175.8,0.420,-2.070,1,3.0
27.862,32.9857244,-89.7897650,10.0,4.1,262.6,-1.499,1.986,1,3.0
27.962,32.9857118,-89.7897846,10.0,23.1,232.6,1.491,-2.081,1,3.0
28.062,32.9856995,-89.7897943,10.0,16.6,213.5,-1.481,-2.008,1,3.0
28.163,32.9856955,-89.7898010,10.0,7.6,234.9,-1.450,1.269,1,3.0
28.263,32.9856919,-89.7898136,10.0,12.6,251.0,1.485,1.579,1,3.0
28.363,32.9856700,-89.7898275,10.0,27.7,208.0,1.466,-2.038,1,3.0
28.463,32.9856707,-89.7898305,10.0,2.9,285.3,-1.480,1.757,1,3.0
28.563,32.9856640,-89.7898505,10.0,20.2,248.2,1.542,-1.911,1,3.0
28.664,32.9856513,-89.7898611,10.0,17.2,215.0,-1.314,-2.058,1,3.0
28.764,32.9856481,-89.7898625,10.0,3.9,201.2,-1.482,-0.409,1,3.0
28.864,32.9856318,-89.7898769,10.0,22.6,216.5,1.481,2.037,1,3.0
28.964,32.9856222,-89.7898709,10.0,12.2,152.3,-1.506,-2.092,1,3.0
29.065,32.9856267,-89.7898961,10.0,24.2,282.1,1.497,2.040,1,3.0
29.165,32.9856093,-89.7899016,10.0,20.1,194.8,-1.499,-2.025,1,3.0
29.265,32.9855994,-89.7899259,10.0,25.4,244.2,1.494,1.965,1,3.0
29.365,32.9856009,-89.7899256,10.0,1.7,10.9,-1.500,1.804,1,3.0
29.465,32.9855936,-89.7899439,10.0,19.0,244.5,1.472,-2.006,1,3.0
29.566,32.9855777,-89.7899407,10.0,18.0,170.5,-0.468,-1.997,1,3.0
29.666,32.9855829,-89.7899680,10.0,26.3,282.9,1.496,2.025,1,3.0
29.766,32.9855637,-89.7899620,10.0,22.2,165.5,-1.482,-1.951,1,3.0
29.866,32.9855652,-89.7899664,10.0,4.4,292.0,-1.483,1.969,1,3.0
29.967,32.9855670,-89.7899896,10.0,21.9,275.2,1.518,-1.972,1,3.0
30.067,32.9855640,-89.7899930,10.0,4.6,222.8,-1.474,-1.814,1,3.0
30.167,32.9855581,-89.7900004,10.0,9.6,226.7,1.510,0.361,1,3.0
30.267,32.9855565,-89.7900086,10.0,7.9,256.7,-0.813,1.824,1,3.0
30.367,32.9855455,-89.7900249,10.0,19.6,231.4,1.410,-2.008,1,3.0
30.468,32.9855490,-89.7900286,10.0,5.2,317.8,-1.502,2.040,1,3.0
30.568,32.9855490,-89.7900476,10.0,17.8,270.3,1.530,-1.964,1,3.0
30.668,32.9855426,-89.7900377,10.0,11.7,128.2,-1.509,-1.928,1,3.0
30.768,32.9855469,-89.7900636,10.0,24.7,281.4,1.489,1.982,1,3.0
30.869,32.9855484,-89.7900696,10.0,5.9,286.1,-1.479,0.233,1,3.0
30.969,32.9855391,-89.7900625,10.0,12.3,147.1,1.533,-2.072,1,3.0
31.069,32.9855492,-89.7900783,10.0,18.6,307.2,1.454,2.130,1,3.0
31.169,32.9855356,-89.7900769,10.0,15.2,175.1,-1.484,-2.046,1,3.0
31.269,32.9855415,-89.7900875,10.0,12.0,303.6,-1.425,2.086,1,3.0
31.370,32.9855400,-89.7901057,10.0,17.2,264.2,1.526,-1.972,1,3.0
31.470,32.9855484,-89.7900998,10.0,11.0,30.4,-1.503,2.054,1,3.0
