# RaceRender Data
Time,Latitude,Longitude,Altitude,MPH,Heading,X,Y,GPS_Update,Accuracy
3.209,32.9857168,-89.7896585,10.0,20.9,46.4,-0.985,0.761,1,3.0
3.309,32.9857188,-89.7896530,10.0,17.6,67.0,-0.988,1.557,1,3.0
3.410,32.9857217,-89.7896515,10.0,11.1,22.5,-0.986,-1.415,1,3.0
3.510,32.9857284,-89.7896433,10.0,33.5,46.0,1.021,1.475,1,3.0
3.610,32.9857260,-89.7896370,10.0,20.1,113.6,-0.964,1.556,1,3.0
3.711,32.9857234,-89.7896369,10.0,9.1,178.9,-1.070,1.604,1,3.0
3.811,32.9857262,-89.7896382,10.0,10.5,339.2,0.589,1.496,1,3.0
3.911,32.9857221,-89.7896310,10.0,25.7,124.4,0.971,1.584,1,3.0
4.011,32.9857153,-89.7896203,10.0,39.1,127.4,0.951,0.976,1,3.0
4.112,32.9857183,-89.7896184,10.0,11.9,27.8,-0.936,-1.542,1,3.0
4.212,32.9857084,-89.7896130,10.0,37.9,155.2,0.987,1.503,1,3.0
4.312,32.9856998,-89.7896132,10.0,30.1,180.8,-1.009,1.530,1,3.0
4.413,32.9856977,-89.7896071,10.0,19.1,112.4,-1.020,-1.506,1,3.0
4.513,32.9856940,-89.7896009,10.0,22.5,125.5,0.981,1.456,1,3.0
4.613,32.9856872,-89.7895976,10.0,25.5,157.7,0.974,1.471,1,3.0
4.713,32.9856810,-89.7895931,10.0,25.3,148.6,-0.115,-1.485,1,3.0
4.814,32.9856751,-89.7895865,10.0,28.1,137.0,1.032,-1.484,1,3.0
4.914,32.9856754,-89.7895825,10.0,11.9,86.4,-0.944,-1.545,1,3.0
5.014,32.9856745,-89.7895745,10.0,23.4,97.5,1.026,1.452,1,3.0
5.115,32.9856781,-89.7895794,10.0,18.9,311.8,-1.057,-1.556,1,3.0
5.215,32.9856748,-89.7895692,10.0,32.0,111.3,1.043,1.544,1,3.0
5.315,32.9856718,-89.7895656,10.0,14.7,134.4,-0.994,1.563,1,3.0
5.415,32.9856754,-89.7895584,10.0,24.4,58.9,0.994,-1.449,1,3.0
5.516,32.9856891,-89.7895551,10.0,48.5,11.5,0.984,-1.539,1,3.0
5.616,32.9856873,-89.7895515,10.0,12.4,119.9,-0.974,1.570,1,3.0
5.716,32.9856921,-89.7895441,10.0,27.3,52.3,0.984,-1.442,1,3.0
5.817,32.9856977,-89.7895500,10.0,26.2,318.4,-0.529,-1.556,1,3.0
5.917,32.9857002,-89.7895346,10.0,46.0,79.2,0.948,1.520,1,3.0
6.017,32.9857091,-89.7895357,10.0,31.4,354.1,-0.958,-1.532,1,3.0
6.117,32.9857208,-89.7895343,10.0,40.9,5.6,0.980,1.432,1,3.0
6.218,32.9857203,-89.7895286,10.0,16.7,95.4,-1.025,1.506,1,3.0
6.318,32.9857257,-89.7895235,10.0,24.0,38.7,1.031,-1.469,1,3.0
6.418,32.9857248,-89.7895168,10.0,19.8,99.5,-0.972,1.496,1,3.0
6.519,32.9857258,-89.7895167,10.0,3.7,7.6,-0.996,-1.495,1,3.0
6.619,32.9857307,-89.7895053,10.0,37.2,63.0,0.963,1.452,1,3.0
6.719,32.9857301,-89.7895024,10.0,8.7,103.4,-0.940,1.447,1,3.0
6.819,32.9857246,-89.7895006,10.0,19.9,164.3,0.970,1.423,1,3.0
6.920,32.9857210,-89.7894992,10.0,13.1,162.3,-0.979,-0.314,1,3.0
7.020,32.9857172,-89.7894909,10.0,27.9,118.9,1.015,-1.489,1,3.0
7.120,32.9857134,-89.7894884,10.0,15.0,151.1,-0.966,1.450,1,3.0
7.221,32.9857071,-89.7894798,10.0,33.5,131.3,1.018,-1.519,1,3.0
7.321,32.9856990,-89.7894787,10.0,28.3,173.8,-0.985,1.513,1,3.0
7.421,32.9856992,-89.7894710,10.0,22.5,88.4,-1.009,-1.497,1,3.0
7.521,32.9856853,-89.7894673,10.0,49.8,167.4,0.987,1.478,1,3.0
7.622,32.9856828,-89.7894564,10.0,33.1,105.0,-1.034,-1.533,1,3.0
7.722,32.9856822,-89.7894594,10.0,8.9,255.8,-1.022,1.479,1,3.0
7.822,32.9856785,-89.7894551,10.0,18.2,135.8,0.988,-1.608,1,3.0
7.923,32.9856753,-89.7894579,10.0,13.7,217.3,-1.024,1.497,1,3.0
8.023,32.9856712,-89.7894498,10.0,27.7,121.5,0.995,-1.603,1,3.0
8.123,32.9856705,-89.7894410,10.0,26.1,95.3,-0.730,-1.481,1,3.0
8.223,32.9856747,-89.7894368,10.0,19.1,39.8,-0.982,-1.587,1,3.0
8.324,32.9856755,-89.7894362,10.0,3.1,31.4,-1.015,-0.163,1,3.0
8.424,32.9856805,-89.7894284,10.0,28.9,52.6,0.989,1.476,1,3.0
8.524,32.9856872,-89.7894249,10.0,25.5,23.7,-0.986,-1.482,1,3.0
8.625,32.9856938,-89.7894134,10.0,40.6,55.5,0.994,1.456,1,3.0
8.725,32.9856967,-89.7894148,10.0,11.0,338.2,-0.942,-1.538,1,3.0
8.825,32.9857041,-89.7894056,10.0,37.4,46.3,0.952,1.463,1,3.0
8.926,32.9857126,-89.7894092,10.0,31.3,340.5,-0.967,-1.481,1,3.0
9.026,32.9857152,-89.7894046,10.0,16.1,55.8,-1.006,1.536,1,3.0
9.126,32.9857225,-89.7893957,10.0,36.7,45.4,0.976,-1.579,1,3.0
9.226,32.9857236,-89.7893929,10.0,9.1,65.1,-1.030,1.401,1,3.0
9.327,32.9857245,-89.7893897,10.0,9.6,71.9,0.254,0.553,1,3.0
9.427,32.9857253,-89.7893830,10.0,19.9,82.3,1.005,1.511,1,3.0
9.527,32.9857330,-89.7893800,10.0,28.2,17.7,0.974,-1.489,1,3.0
9.628,32.9857231,-89.7893752,10.0,37.2,157.9,1.038,1.529,1,3.0
9.728,32.9857250,-89.7893689,10.0,19.8,70.9,-0.983,-1.495,1,3.0
9.828,32.9857217,-89.7893656,10.0,14.9,140.4,-0.941,1.509,1,3.0
9.928,32.9857148,-89.7893648,10.0,24.2,174.2,0.998,1.417,1,3.0
10.029,32.9857116,-89.7893599,10.0,18.2,127.6,-0.960,-1.459,1,3.0
10.129,32.9857050,-89.7893540,10.0,28.6,143.4,1.010,1.533,1,3.0
10.229,32.9857004,-89.7893531,10.0,16.2,170.5,-0.964,1.528,1,3.0
10.330,32.9856863,-89.7893448,10.0,54.9,153.7,1.034,-1.468,1,3.0
10.430,32.9856882,-89.7893352,10.0,28.8,76.6,-1.027,-1.461,1,3.0
10.530,32.9856796,-89.7893380,10.0,31.3,195.0,0.971,1.463,1,3.0
10.630,32.9856779,-89.7893274,10.0,31.4,100.7,0.075,-1.549,1,3.0
10.731,32.9856711,-89.7893269,10.0,23.7,176.2,-1.004,1.486,1,3.0
10.831,32.9856779,-89.7893213,10.0,28.8,35.0,0.968,-1.545,1,3.0
10.931,32.9856724,-89.7893151,10.0,26.3,136.7,-0.994,1.450,1,3.0
11.032,32.9856695,-89.7893111,10.0,15.4,130.7,-0.979,-0.852,1,3.0
11.132,32.9856774,-89.7893162,10.0,31.3,331.7,1.050,-1.594,1,3.0
11.232,32.9856747,-89.7893062,10.0,30.8,107.9,-0.196,1.545,1,3.0
11.332,32.9856819,-89.7892979,10.0,35.1,43.8,0.991,-1.532,1,3.0
11.433,32.9856881,-89.7892957,10.0,22.3,16.2,-0.981,-1.485,1,3.0
11.533,32.9856967,-89.7892917,10.0,32.4,21.5,1.043,1.374,1,3.0
11.633,32.9856954,-89.7892849,10.0,20.4,103.2,-1.023,1.496,1,3.0
11.734,32.9856991,-89.7892779,10.0,24.4,57.7,0.951,-1.474,1,3.0
11.834,32.9857082,-89.7892794,10.0,32.0,351.8,1.031,-1.461,1,3.0
11.934,32.9857150,-89.7892727,10.0,30.9,39.5,-0.484,1.475,1,3.0
12.034,32.9857198,-89.7892708,10.0,17.6,18.1,-1.043,-1.510,1,3.0
12.135,32.9857207,-89.7892616,10.0,27.1,83.3,1.036,1.556,1,3.0
12.235,32.9857228,-89.7892620,10.0,7.3,350.8,-1.011,-1.424,1,3.0
12.335,32.9857295,-89.7892595,10.0,24.7,17.6,1.005,1.571,1,3.0
12.436,32.9857275,-89.7892469,10.0,37.6,100.8,1.030,1.513,1,3.0
12.536,32.9857263,-89.7892488,10.0,6.9,232.8,-1.025,1.454,1,3.0
12.636,32.9857221,-89.7892411,10.0,27.0,123.3,0.977,-1.455,1,3.0
12.736,32.9857200,-89.7892332,10.0,24.0,108.0,-1.052,-1.530,1,3.0
12.837,32.9857179,-89.7892290,10.0,14.2,119.7,-1.013,1.254,1,3.0
12.937,32.9857156,-89.7892283,10.0,8.6,164.7,-0.944,1.548,1,3.0
13.037,32.9857059,-89.7892248,10.0,35.1,163.0,1.003,-0.415,1,3.0
13.138,32.9856957,-89.7892215,10.0,36.9,165.3,0.843,0.627,1,3.0
13.238,32.9856959,-89.7892164,10.0,15.2,86.9,-0.972,-1.402,1,3.0
13.338,32.9856872,-89.7892110,10.0,34.2,152.9,1.012,1.422,1,3.0
13.438,32.9856818,-89.7892091,10.0,19.9,163.2,-1.019,1.524,1,3.0
13.539,32.9856760,-89.7892047,10.0,24.0,147.6,1.003,-1.545,1,3.0
13.639,32.9856737,-89.7891951,10.0,29.3,105.9,1.001,-1.538,1,3.0
13.739,32.9856743,-89.7891933,10.0,5.7,66.8,-1.026,-1.519,1,3.0
13.840,32.9856737,-89.7891908,10.0,7.6,106.3,0.875,1.474,1,3.0
13.940,32.9856700,-89.7891786,10.0,37.9,110.1,0.994,1.094,1,3.0
14.040,32.9856793,-89.7891784,10.0,32.6,1.0,-0.990,-1.526,1,3.0
14.140,32.9856784,-89.7891784,10.0,3.1,179.5,-0.993,1.442,1,3.0
14.241,32.9856798,-89.7891690,10.0,28.1,80.4,0.986,-1.466,1,3.0
14.341,32.9856818,-89.7891657,10.0,12.0,52.6,-1.014,-1.502,1,3.0
14.441,32.9856894,-89.7891635,10.0,27.2,13.6,0.988,-1.540,1,3.0
14.542,32.9857006,-89.7891626,10.0,39.1,4.1,0.975,-1.472,1,3.0
14.642,32.9857005,-89.7891478,10.0,43.2,90.6,0.966,1.504,1,3.0
14.742,32.9857096,-89.7891474,10.0,31.7,2.0,-1.030,-1.458,1,3.0
14.842,32.9857157,-89.7891432,10.0,24.8,29.8,-0.974,1.436,1,3.0
14.943,32.9857184,-89.7891352,10.0,25.2,68.5,0.109,1.459,1,3.0
15.043,32.9857244,-89.7891364,10.0,21.3,350.8,-0.995,-1.572,1,3.0
15.143,32.9857229,-89.7891302,10.0,18.9,106.8,-0.994,1.513,1,3.0
15.244,32.9857272,-89.7891252,10.0,21.0,44.0,0.993,-1.533,1,3.0
15.344,32.9857247,-89.7891158,10.0,29.0,107.4,1.020,1.548,1,3.0
15.444,32.9857221,-89.7891197,10.0,14.8,232.3,-0.972,1.411,1,3.0
15.544,32.9857300,-89.7891138,10.0,32.6,32.5,1.020,1.476,1,3.0
15.645,32.9857220,-89.7891119,10.0,28.3,169.1,-1.007,1.466,1,3.0
15.745,32.9857156,-89.7891028,10.0,34.7,129.9,0.969,-1.464,1,3.0
15.845,32.9857125,-89.7891003,10.0,13.2,145.0,-1.027,1.525,1,3.0
15.946,32.9857025,-89.7890904,10.0,45.3,140.3,1.007,-1.567,1,3.0
16.046,32.9857054,-89.7890873,10.0,13.5,41.8,-0.960,-1.468,1,3.0
16.146,32.9856927,-89.7890901,10.0,45.0,190.6,1.082,1.555,1,3.0
16.246,32.9856888,-89.7890841,10.0,22.4,127.6,-1.011,-1.511,1,3.0
16.347,32.9856828,-89.7890804,10.0,23.6,153.3,0.596,1.544,1,3.0
16.447,32.9856772,-89.7890790,10.0,19.9,168.0,-1.022,1.414,1,3.0
16.547,32.9856749,-89.7890628,10.0,48.3,99.5,1.001,-1.409,1,3.0
16.648,32.9856760,-89.7890699,10.0,21.4,280.7,-1.010,-1.492,1,3.0
16.748,32.9856732,-89.7890632,10.0,22.1,116.3,0.262,-1.570,1,3.0
16.848,32.9856739,-89.7890475,10.0,46.0,87.0,0.973,-1.548,1,3.0
16.948,32.9856768,-89.7890547,10.0,23.3,295.4,-1.056,-1.502,1,3.0
17.049,32.9856771,-89.7890493,10.0,15.8,86.0,-1.026,1.455,1,3.0
17.149,32.9856785,-89.7890407,10.0,25.7,78.9,1.042,-1.455,1,3.0
17.249,32.9856835,-89.7890412,10.0,17.4,355.1,-0.965,-1.522,1,3.0
17.350,32.9856951,-89.7890369,10.0,42.4,17.2,0.981,1.571,1,3.0
17.450,32.9856949,-89.7890262,10.0,31.4,91.2,-0.996,1.477,1,3.0
17.550,32.9857033,-89.7890314,10.0,32.9,332.5,0.725,-1.457,1,3.0
17.650,32.9857042,-89.7890209,10.0,30.8,83.6,-0.960,1.505,1,3.0
17.751,32.9857135,-89.7890160,10.0,35.3,23.9,0.970,-1.448,1,3.0
17.851,32.9857243,-89.7890161,10.0,37.6,359.9,0.995,-1.533,1,3.0
17.951,32.9857239,-89.7890039,10.0,35.6,91.7,-0.904,1.482,1,3.0
18.052,32.9857290,-89.7890011,10.0,19.5,25.1,-0.976,-1.543,1,3.0
18.152,32.9857238,-89.7889995,10.0,18.7,166.1,-0.365,1.554,1,3.0
18.252,32.9857269,-89.7889942,10.0,19.1,55.2,0.150,-1.510,1,3.0
18.352,32.9857246,-89.7889896,10.0,15.7,121.5,-0.997,1.516,1,3.0
18.453,32.9857234,-89.7889819,10.0,22.7,100.6,1.001,-1.425,1,3.0
18.553,32.9857193,-89.7889807,10.0,14.5,165.3,-1.007,1.549,1,3.0
18.653,32.9857162,-89.7889819,10.0,11.5,198.4,-1.021,1.565,1,3.0
18.754,32.9857119,-89.7889677,10.0,44.3,110.0,1.018,-1.502,1,3.0
18.854,32.9857009,-89.7889686,10.0,38.5,183.9,-0.994,1.464,1,3.0
18.954,32.9856963,-89.7889636,10.0,21.7,137.1,-1.001,-1.533,1,3.0
19.054,32.9856968,-89.7889514,10.0,35.9,87.0,1.051,-1.452,1,3.0
19.155,32.9856916,-89.7889566,10.0,23.9,220.1,-1.010,1.554,1,3.0
19.255,32.9856852,-89.7889478,10.0,34.0,130.8,0.944,-1.513,1,3.0
19.355,32.9856765,-89.7889438,10.0,32.7,159.1,-0.613,1.477,1,3.0
19.456,32.9856776,-89.7889375,10.0,19.0,77.7,-0.986,-1.435,1,3.0
19.556,32.9856720,-89.7889397,10.0,20.9,198.5,0.877,1.479,1,3.0
19.656,32.9856727,-89.7889334,10.0,18.9,82.2,-0.917,-1.517,1,3.0
19.756,32.9856706,-89.7889287,10.0,15.6,118.2,-1.021,1.508,1,3.0
19.857,32.9856719,-89.7889207,10.0,23.7,78.6,0.953,-1.429,1,3.0
19.957,32.9856729,-89.7889231,10.0,7.7,295.2,-1.022,-1.470,1,3.0
20.057,32.9856862,-89.7889121,10.0,56.7,34.7,0.984,1.525,1,3.0
20.158,32.9856841,-89.7889141,10.0,9.6,218.6,-1.008,-1.594,1,3.0
20.258,32.9856901,-89.7889017,10.0,41.9,60.0,1.039,-1.409,1,3.0
20.358,32.9856954,-89.7888989,10.0,20.5,24.2,-1.007,-1.438,1,3.0
20.458,32.9857079,-89.7888984,10.0,43.6,1.9,1.059,-1.473,1,3.0
20.559,32.9857072,-89.7888865,10.0,34.8,94.2,-0.993,1.489,1,3.0
20.659,32.9857142,-89.7888813,10.0,28.9,31.8,-1.048,-1.526,1,3.0
20.759,32.9857186,-89.7888802,10.0,15.6,12.2,-0.972,-1.521,1,3.0
20.860,32.9857205,-89.7888752,10.0,16.0,65.6,0.194,1.517,1,3.0
20.960,32.9857217,-89.7888735,10.0,6.4,50.3,-0.968,-0.803,1,3.0
21.060,32.9857260,-89.7888690,10.0,20.0,41.5,1.054,-1.403,1,3.0
21.160,32.9857272,-89.7888654,10.0,11.4,67.8,-1.029,1.499,1,3.0
21.261,32.9857203,-89.7888580,10.0,32.4,138.1,0.973,1.568,1,3.0
21.361,32.9857238,-89.7888577,10.0,12.3,4.0,-1.017,-1.436,1,3.0
21.461,32.9857184,-89.7888459,10.0,39.2,118.7,0.954,1.527,1,3.0
21.562,32.9857121,-89.7888456,10.0,22.0,177.3,-0.926,1.458,1,3.0
21.662,32.9857106,-89.7888478,10.0,8.4,230.9,-0.958,1.462,1,3.0
21.762,32.9857082,-89.7888406,10.0,22.8,111.6,0.983,-1.553,1,3.0
21.862,32.9856980,-89.7888338,10.0,40.5,150.9,1.033,1.460,1,3.0
21.963,32.9856978,-89.7888249,10.0,26.3,92.0,-1.048,-1.483,1,3.0
22.063,32.9856919,-89.7888258,10.0,20.7,187.7,-0.974,1.581,1,3.0
22.163,32.9856800,-89.7888175,10.0,48.3,149.7,1.048,-1.530,1,3.0
22.264,32.9856771,-89.7888103,10.0,23.4,115.6,-1.025,-1.466,1,3.0
22.364,32.9856758,-89.7888122,10.0,7.2,230.8,-0.958,1.543,1,3.0
22.464,32.9856756,-89.7888065,10.0,16.8,91.9,1.011,-1.505,1,3.0
22.564,32.9856773,-89.7888066,10.0,6.0,357.3,-0.987,-1.599,1,3.0
22.665,32.9856756,-89.7887954,10.0,33.3,100.1,1.037,1.503,1,3.0
22.765,32.9856765,-89.7888010,10.0,16.8,280.0,-1.055,1.494,1,3.0
22.865,32.9856740,-89.7887923,10.0,27.1,108.6,1.000,-1.523,1,3.0
22.966,32.9856811,-89.7887776,10.0,49.7,60.0,0.978,-1.386,1,3.0
23.066,32.9856892,-89.7887841,10.0,34.0,325.8,-0.957,-1.488,1,3.0
23.166,32.9856938,-89.7887800,10.0,20.2,36.2,-1.030,1.532,1,3.0
23.266,32.9856946,-89.7887731,10.0,20.3,82.4,0.029,1.512,1,3.0
23.367,32.9857037,-89.7887692,10.0,33.7,20.3,0.982,-1.466,1,3.0
23.467,32.9857072,-89.7887638,10.0,20.0,51.4,-1.009,1.429,1,3.0
23.567,32.9857108,-89.7887552,10.0,28.1,63.7,0.982,1.529,1,3.0
23.668,32.9857211,-89.7887523,10.0,36.8,13.4,1.036,-1.516,1,3.0
23.768,32.9857229,-89.7887552,10.0,10.6,307.0,-1.010,-1.466,1,3.0
23.868,32.9857269,-89.7887467,10.0,28.5,60.6,0.983,1.542,1,3.0
23.968,32.9857211,-89.7887456,10.0,20.5,171.0,-1.009,1.485,1,3.0
24.069,32.9857221,-89.7887357,10.0,29.2,83.0,1.008,-1.542,1,3.0
24.169,32.9857258,-89.7887373,10.0,13.7,340.5,-0.959,-1.424,1,3.0
24.269,32.9857248,-89.7887320,10.0,15.8,103.4,0.952,1.442,1,3.0
24.370,32.9857162,-89.7887248,10.0,36.6,144.8,1.026,1.515,1,3.0
24.470,32.9857201,-89.7887163,10.0,28.4,61.5,-1.004,-1.559,1,3.0
24.570,32.9857107,-89.7887098,10.0,37.9,150.0,0.981,1.493,1,3.0
24.670,32.9857070,-89.7887101,10.0,12.9,183.4,-1.020,1.526,1,3.0
24.771,32.9856991,-89.7887085,10.0,27.8,170.8,1.001,-1.566,1,3.0
24.871,32.9856916,-89.7887035,10.0,30.2,150.6,0.984,-1.528,1,3.0
24.971,32.9856880,-89.7886996,10.0,17.0,137.9,-0.999,-1.509,1,3.0
25.072,32.9856833,-89.7886902,10.0,32.0,120.6,0.993,-1.446,1,3.0
25.172,32.9856833,-89.7886851,10.0,14.9,90.1,-0.986,-1.454,1,3.0
25.272,32.9856759,-89.7886881,10.0,27.5,199.0,0.979,1.483,1,3.0
25.372,32.9856779,-89.7886780,10.0,30.4,76.9,0.980,-1.504,1,3.0
25.473,32.9856683,-89.7886767,10.0,33.6,173.4,1.009,1.498,1,3.0
25.573,32.9856760,-89.7886675,10.0,38.2,45.1,1.048,-1.509,1,3.0
25.673,32.9856754,-89.7886607,10.0,19.9,96.7,-1.043,1.477,1,3.0
25.774,32.9856754,-89.7886574,10.0,9.6,88.5,-1.000,-0.720,1,3.0
25.874,32.9856836,-89.7886626,10.0,32.2,332.3,1.029,-1.466,1,3.0
25.974,32.9856809,-89.7886579,10.0,16.7,125.0,-0.993,1.520,1,3.0
26.074,32.9856888,-89.7886455,10.0,45.6,52.8,1.012,-1.534,1,3.0
26.175,32.9856941,-89.7886439,10.0,19.1,14.1,-0.996,-1.505,1,3.0
26.275,32.9857054,-89.7886397,10.0,41.3,17.5,0.957,1.155,1,3.0
26.375,32.9857058,-89.7886335,10.0,18.0,85.8,-1.005,1.418,1,3.0
26.476,32.9857099,-89.7886291,10.0,19.3,41.7,0.594,-1.551,1,3.0
26.576,32.9857168,-89.7886274,10.0,24.7,11.8,0.982,-1.467,1,3.0
26.676,32.9857201,-89.7886189,10.0,27.3,65.5,0.972,1.489,1,3.0
26.777,32.9857278,-89.7886181,10.0,27.0,5.2,-0.172,-1.454,1,3.0
26.877,32.9857286,-89.7886132,10.0,14.4,79.3,-0.995,1.455,1,3.0
26.977,32.9857310,-89.7886091,10.0,14.8,55.1,0.171,-1.548,1,3.0
27.077,32.9857260,-89.7886013,10.0,28.5,127.1,0.975,1.424,1,3.0
27.178,32.9857214,-89.7885967,10.0,21.2,140.6,-1.062,1.419,1,3.0
27.278,32.9857209,-89.7885916,10.0,15.1,96.6,-1.018,-1.645,1,3.0
27.378,32.9857144,-89.7885909,10.0,22.7,174.7,1.004,1.554,1,3.0
27.479,32.9857150,-89.7885841,10.0,20.0,83.5,-1.035,-1.519,1,3.0
27.579,32.9857074,-89.7885833,10.0,26.9,174.8,1.017,1.529,1,3.0
27.679,32.9857033,-89.7885751,10.0,27.8,120.5,0.449,-1.456,1,3.0
27.779,32.9856909,-89.7885723,10.0,44.0,169.5,1.004,1.511,1,3.0
27.880,32.9856887,-89.7885663,10.0,19.1,113.4,-0.987,-1.424,1,3.0
27.980,32.9856849,-89.7885647,10.0,14.0,160.4,-1.020,1.458,1,3.0
28.080,32.9856854,-89.7885571,10.0,22.3,85.8,1.048,-1.385,1,3.0
28.181,32.9856755,-89.7885519,10.0,37.9,156.3,1.033,1.450,1,3.0
28.281,32.9856749,-89.7885532,10.0,4.2,242.2,-1.043,1.449,1,3.0
28.381,32.9856730,-89.7885436,10.0,28.7,103.3,0.952,-1.461,1,3.0
28.481,32.9856708,-89.7885433,10.0,7.7,173.5,-1.010,1.508,1,3.0
28.582,32.9856762,-89.7885399,10.0,21.2,28.0,1.023,-1.515,1,3.0
28.682,32.9856744,-89.7885366,10.0,11.6,122.7,-0.998,1.466,1,3.0
28.782,32.9856841,-89.7885267,10.0,44.5,40.5,1.020,-1.517,1,3.0
28.883,32.9856857,-89.7885266,10.0,5.7,4.0,-1.002,-1.397,1,3.0
28.983,32.9856939,-89.7885211,10.0,32.8,29.5,1.074,1.567,1,3.0
29.083,32.9856948,-89.7885140,10.0,21.0,81.3,-0.958,1.492,1,3.0
29.183,32.9856991,-89.7885122,10.0,15.9,18.7,-0.980,-1.547,1,3.0
29.284,32.9857011,-89.7885085,10.0,13.1,57.5,-1.053,1.539,1,3.0
29.384,32.9857094,-89.7885028,10.0,33.2,29.8,0.979,-1.494,1,3.0
29.484,32.9857177,-89.7884976,10.0,32.9,27.9,-0.101,-0.490,1,3.0
29.585,32.9857144,-89.7884970,10.0,11.6,171.3,-0.998,1.463,1,3.0
29.685,32.9857273,-89.7884890,10.0,50.5,27.5,1.001,-1.531,1,3.0
29.785,32.9857213,-89.7884860,10.0,22.5,157.2,-1.022,1.426,1,3.0
29.885,32.9857228,-89.7884793,10.0,20.3,75.5,-0.977,-1.507,1,3.0
29.986,32.9857255,-89.7884717,10.0,24.3,66.8,0.982,-1.592,1,3.0
30.086,32.9857213,-89.7884698,10.0,15.6,158.8,-0.999,1.492,1,3.0
30.186,32.9857195,-89.7884636,10.0,19.2,109.3,1.002,-1.504,1,3.0
30.287,32.9857184,-89.7884604,10.0,10.2,113.0,-1.052,0.270,1,3.0
30.387,32.9857157,-89.7884586,10.0,10.7,152.0,0.202,1.495,1,3.0
30.487,32.9857087,-89.7884582,10.0,24.4,177.1,0.943,1.601,1,3.0
30.587,32.9857009,-89.7884428,10.0,52.7,121.0,1.048,-1.477,1,3.0
30.688,32.9856915,-89.7884448,10.0,33.3,190.2,-0.991,1.552,1,3.0
30.788,32.9856893,-89.7884424,10.0,10.5,138.1,-0.991,-1.477,1,3.0
30.888,32.9856807,-89.7884353,10.0,36.5,145.4,1.015,1.466,1,3.0
30.989,32.9856818,-89.7884329,10.0,8.2,60.7,-1.005,-1.423,1,3.0
31.089,32.9856773,-89.7884274,10.0,22.5,134.2,0.964,1.427,1,3.0
31.189,32.9856752,-89.7884190,10.0,25.8,106.8,1.050,-1.461,1,3.0
31.289,32.9856718,-89.7884127,10.0,22.0,123.0,-0.971,1.501,1,3.0
31.390,32.9856735,-89.7884164,10.0,12.5,299.1,-0.984,1.461,1,3.0
31.490,32.9856762,-89.7884069,10.0,29.3,71.1,1.005,1.424,1,3.0
