Time,Latitude,Longitude,Altitude,MPH,Heading,Accel_X,Accel_Y,Yaw Rate,GPS_Update,Accuracy
5.7,32.9859049,-89.7900096,10.00,26.844,229.366,0.00000,-0.48946,22.918,1,3.0
5.8,32.9858977,-89.7900192,10.00,26.844,227.074,0.00000,-0.48946,22.918,1,3.0
5.9,32.9858902,-89.7900285,10.00,26.844,224.782,0.00000,-0.48946,22.918,1,3.0
6.0,32.9858824,-89.7900374,10.00,26.844,222.490,0.00000,-0.48946,22.918,1,3.0
6.1,32.9858743,-89.7900459,10.00,26.844,220.198,-0.00000,-0.48946,22.918,1,3.0
6.2,32.9858659,-89.7900540,10.00,26.844,217.906,0.00000,-0.48946,22.918,1,3.0
6.3,32.9858572,-89.7900617,10.00,26.844,215.615,0.00000,-0.48946,22.918,1,3.0
6.4,32.9858483,-89.7900690,10.00,26.844,213.323,0.00000,-0.48946,22.918,1,3.0
6.5,32.9858392,-89.7900758,10.00,26.844,211.031,-0.00000,-0.48946,22.918,1,3.0
6.6,32.9858298,-89.7900822,10.00,26.844,208.739,0.00000,-0.48946,22.918,1,3.0
6.7,32.9858203,-89.7900882,10.00,26.844,206.447,0.00000,-0.48946,22.918,1,3.0
6.8,32.9858105,-89.7900937,10.00,26.844,204.155,0.00000,-0.48946,22.918,1,3.0
6.9,32.9858005,-89.7900987,10.00,26.844,201.864,-0.00000,-0.48946,22.918,1,3.0
7.0,32.9857904,-89.7901033,10.00,26.844,199.572,0.00000,-0.48946,22.918,1,3.0
7.1,32.9857802,-89.7901074,10.00,26.844,197.280,0.00000,-0.48946,22.918,1,3.0
7.2,32.9857698,-89.7901109,10.00,26.844,194.988,0.00000,-0.48946,22.918,1,3.0
7.3,32.9857593,-89.7901140,10.00,26.844,192.696,-0.00000,-0.48946,22.918,1,3.0
7.4,32.9857488,-89.7901166,10.00,26.844,190.404,0.00000,-0.48946,22.918,1,3.0
7.5,32.9857381,-89.7901187,10.00,26.844,188.113,0.00000,-0.48946,22.918,1,3.0
7.6,32.9857274,-89.7901202,10.00,26.844,185.821,0.00000,-0.48946,22.918,1,3.0
7.7,32.9857166,-89.7901213,10.00,26.844,183.529,-0.00000,-0.48946,22.918,1,3.0
7.8,32.9857058,-89.7901218,10.00,26.844,181.237,0.00000,-0.48946,22.918,1,3.0
7.9,32.9856950,-89.7901218,10.00,26.844,178.945,-0.00000,-0.48946,22.918,1,3.0
8.0,32.9856842,-89.7901213,10.00,26.844,176.654,-0.00000,-0.48946,22.918,1,3.0
8.1,32.9856735,-89.7901203,10.00,26.844,174.362,0.00000,-0.48946,22.918,1,3.0
8.2,32.9856627,-89.7901188,10.00,26.844,172.070,-0.00000,-0.48946,22.918,1,3.0
8.3,32.9856521,-89.7901168,10.00,26.844,169.778,-0.00000,-0.48946,22.918,1,3.0
8.4,32.9856415,-89.7901142,10.00,26.844,167.486,-0.00000,-0.48946,22.918,1,3.0
8.5,32.9856310,-89.7901112,10.00,26.844,165.194,-0.00000,-0.48946,22.918,1,3.0
8.6,32.9856206,-89.7901077,10.00,26.844,162.903,0.00000,-0.48946,22.918,1,3.0
8.7,32.9856104,-89.7901036,10.00,26.844,160.611,-0.00000,-0.48946,22.918,1,3.0
8.8,32.9856003,-89.7900991,10.00,26.844,158.319,-0.00000,-0.48946,22.918,1,3.0
8.9,32.9855903,-89.7900941,10.00,26.844,156.027,-0.00000,-0.48946,22.918,1,3.0
9.0,32.9855805,-89.7900887,10.00,26.844,153.735,-0.00000,-0.48946,22.918,1,3.0
9.1,32.9855709,-89.7900827,10.00,26.844,151.443,0.00000,-0.48946,22.918,1,3.0
9.2,32.9855616,-89.7900763,10.00,26.844,149.152,-0.00000,-0.48946,22.918,1,3.0
9.3,32.9855524,-89.7900695,10.00,26.844,146.860,-0.00000,-0.48946,22.918,1,3.0
9.4,32.9855435,-89.7900623,10.00,26.844,144.568,0.00000,-0.48946,22.918,1,3.0
9.5,32.9855348,-89.7900546,10.00,26.844,142.276,-0.00000,-0.48946,22.918,1,3.0
9.6,32.9855264,-89.7900465,10.00,26.844,139.984,-0.00000,-0.48946,22.918,1,3.0
9.7,32.9855183,-89.7900380,10.00,26.844,137.692,-0.00000,-0.48946,22.918,1,3.0
9.8,32.9855104,-89.7900292,10.00,26.844,135.401,0.00000,-0.48946,22.918,1,3.0
9.9,32.9855029,-89.7900200,10.00,26.844,133.109,0.00000,-0.48946,22.918,1,3.0
10.0,32.9854957,-89.7900104,10.00,26.844,130.817,-0.00000,-0.48946,22.918,1,3.0
10.1,32.9854888,-89.7900005,10.00,26.844,128.525,0.00000,-0.48946,22.918,1,3.0
10.2,32.9854822,-89.7899903,10.00,26.844,126.233,0.00000,-0.48946,22.918,1,3.0
10.3,32.9854760,-89.7899797,10.00,26.844,123.941,0.00000,-0.48946,22.918,1,3.0
10.4,32.9854702,-89.7899689,10.00,26.844,121.650,-0.00000,-0.48946,22.918,1,3.0
10.5,32.9854647,-89.7899578,10.00,26.844,119.358,0.00000,-0.48946,22.918,1,3.0
10.6,32.9854596,-89.7899465,10.00,26.844,117.066,-0.00000,-0.48946,22.918,1,3.0
10.7,32.9854548,-89.7899349,10.00,26.844,114.774,-0.00000,-0.48946,22.918,1,3.0
10.8,32.9854505,-89.7899231,10.00,26.844,112.482,0.00000,-0.48946,22.918,1,3.0
10.9,32.9854466,-89.7899111,10.00,26.844,110.190,0.00000,-0.48946,22.918,1,3.0
11.0,32.9854431,-89.7898989,10.00,26.844,107.899,0.00000,-0.48946,22.918,1,3.0
11.1,32.9854400,-89.7898866,10.00,26.844,105.607,0.00000,-0.48946,22.918,1,3.0
11.2,32.9854373,-89.7898741,10.00,26.844,103.315,-0.00000,-0.48946,22.918,1,3.0
11.3,32.9854350,-89.7898615,10.00,26.844,101.023,0.00000,-0.48946,22.918,1,3.0
11.4,32.9854331,-89.7898489,10.00,26.844,98.731,0.00000,-0.48946,22.918,1,3.0
11.5,32.9854317,-89.7898361,10.00,26.844,96.439,0.00000,-0.48946,22.918,1,3.0
11.6,32.9854307,-89.7898233,10.00,26.844,94.148,0.00000,-0.48946,22.918,1,3.0
11.7,32.9854301,-89.7898104,10.00,26.844,91.856,-0.00000,-0.48946,22.918,1,3.0
11.8,32.9854300,-89.7897976,10.00,26.844,89.564,0.00000,-0.48946,22.918,1,3.0
11.9,32.9854303,-89.7897847,10.00,26.844,87.272,0.00000,-0.48946,22.918,1,3.0
12.0,32.9854310,-89.7897718,10.00,26.844,84.980,-0.00000,-0.48946,22.918,1,3.0
12.1,32.9854322,-89.7897590,10.00,26.844,82.688,0.00000,-0.48946,22.918,1,3.0
12.2,32.9854338,-89.7897463,10.00,26.844,80.397,0.00000,-0.48946,22.918,1,3.0
12.3,32.9854358,-89.7897337,10.00,26.844,78.105,-0.00000,-0.48946,22.918,1,3.0
12.4,32.9854382,-89.7897211,10.00,26.844,75.813,0.00000,-0.48946,22.918,1,3.0
12.5,32.9854411,-89.7897087,10.00,26.844,73.521,0.00000,-0.48946,22.918,1,3.0
12.6,32.9854444,-89.7896964,10.00,26.844,71.229,-0.00000,-0.48946,22.918,1,3.0
12.7,32.9854480,-89.7896843,10.00,26.844,68.937,-0.00000,-0.48946,22.918,1,3.0
12.8,32.9854521,-89.7896724,10.00,26.844,66.646,-0.00000,-0.48946,22.918,1,3.0
12.9,32.9854566,-89.7896607,10.00,26.844,64.354,-0.00000,-0.48946,22.918,1,3.0
13.0,32.9854615,-89.7896492,10.00,26.844,62.062,0.00000,-0.48946,22.918,1,3.0
13.1,32.9854667,-89.7896379,10.00,26.844,59.770,-0.00000,-0.48946,22.918,1,3.0
13.2,32.9854723,-89.7896269,10.00,26.844,57.478,0.00000,-0.48946,22.918,1,3.0
13.3,32.9854783,-89.7896162,10.00,26.844,55.186,-0.00000,-0.48946,22.918,1,3.0
13.4,32.9854847,-89.7896058,10.00,26.844,52.895,-0.00000,-0.48946,22.918,1,3.0
13.5,32.9854914,-89.7895957,10.00,26.844,50.603,0.00000,-0.48946,22.918,1,3.0
13.6,32.9854984,-89.7895859,10.00,26.844,48.311,-0.00000,-0.48946,22.918,1,3.0
13.7,32.9855057,-89.7895765,10.00,26.844,46.019,0.00000,-0.48946,22.918,1,3.0
13.8,32.9855134,-89.7895674,10.00,26.844,43.727,0.00000,-0.48946,22.918,1,3.0
13.9,32.9855213,-89.7895587,10.00,26.844,41.435,-0.00000,-0.48946,22.918,1,3.0
14.0,32.9855296,-89.7895504,10.00,26.844,39.144,0.00000,-0.48946,22.918,1,3.0
14.1,32.9855381,-89.7895424,10.00,26.844,36.852,-0.00000,-0.48946,22.918,1,3.0
14.2,32.9855468,-89.7895349,10.00,26.844,34.560,0.00000,-0.48946,22.918,1,3.0
14.3,32.9855559,-89.7895278,10.00,26.844,32.268,0.00000,-0.48946,22.918,1,3.0
14.4,32.9855651,-89.7895212,10.00,26.844,29.976,-0.00000,-0.48946,22.918,1,3.0
14.5,32.9855746,-89.7895150,10.00,26.844,27.684,0.00000,-0.48946,22.918,1,3.0
14.6,32.9855842,-89.7895092,10.00,26.844,25.393,-0.00000,-0.48946,22.918,1,3.0
14.7,32.9855941,-89.7895039,10.00,26.844,23.101,-0.00000,-0.48946,22.918,1,3.0
14.8,32.9856041,-89.7894991,10.00,26.844,20.809,0.00000,-0.48946,22.918,1,3.0
14.9,32.9856143,-89.7894948,10.00,26.844,18.517,-0.00000,-0.48946,22.918,1,3.0
15.0,32.9856246,-89.7894909,10.00,26.844,16.225,0.00000,-0.48946,22.918,1,3.0
15.1,32.9856350,-89.7894876,10.00,26.844,13.933,0.00000,-0.48946,22.918,1,3.0
15.2,32.9856455,-89.7894847,10.00,26.844,11.642,-0.00000,-0.48946,22.918,1,3.0
15.3,32.9856561,-89.7894824,10.00,26.844,9.350,0.00000,-0.48946,22.918,1,3.0
15.4,32.9856668,-89.7894806,10.00,26.844,7.058,0.00000,-0.48946,22.918,1,3.0
15.5,32.9856776,-89.7894792,10.00,26.844,4.766,-0.00000,-0.48946,22.918,1,3.0
15.6,32.9856883,-89.7894784,10.00,26.844,2.474,0.00000,-0.48946,22.918,1,3.0
15.7,32.9856991,-89.7894781,10.00,26.844,0.183,-0.00000,-0.48946,22.918,1,3.0
15.8,32.9857099,-89.7894783,10.00,26.844,357.891,0.00000,-0.48946,22.918,1,3.0
15.9,32.9857207,-89.7894791,10.00,26.844,355.599,0.00000,-0.48946,22.918,1,3.0
16.0,32.9857315,-89.7894803,10.00,26.844,353.307,-0.00000,-0.48946,22.918,1,3.0
16.1,32.9857422,-89.7894821,10.00,26.844,351.015,0.00000,-0.48946,22.918,1,3.0
16.2,32.9857528,-89.7894843,10.00,26.844,348.723,0.00000,-0.48946,22.918,1,3.0
16.3,32.9857633,-89.7894871,10.00,26.844,346.432,-0.00000,-0.48946,22.918,1,3.0
16.4,32.9857738,-89.7894904,10.00,26.844,344.140,0.00000,-0.48946,22.918,1,3.0
16.5,32.9857841,-89.7894941,10.00,26.844,341.848,0.00000,-0.48946,22.918,1,3.0
16.6,32.9857943,-89.7894984,10.00,26.844,339.556,-0.00000,-0.48946,22.918,1,3.0
16.7,32.9858044,-89.7895031,10.00,26.844,337.264,-0.00000,-0.48946,22.918,1,3.0
16.8,32.9858142,-89.7895083,10.00,26.844,334.972,0.00000,-0.48946,22.918,1,3.0
16.9,32.9858239,-89.7895140,10.00,26.844,332.681,0.00000,-0.48946,22.918,1,3.0
17.0,32.9858334,-89.7895202,10.00,26.844,330.389,-0.00000,-0.48946,22.918,1,3.0
17.1,32.9858427,-89.7895267,10.00,26.844,328.097,0.00000,-0.48946,22.918,1,3.0
17.2,32.9858517,-89.7895338,10.00,26.844,325.805,0.00000,-0.48946,22.918,1,3.0
17.3,32.9858606,-89.7895412,10.00,26.844,323.513,-0.00000,-0.48946,22.918,1,3.0
17.4,32.9858691,-89.7895491,10.00,26.844,321.221,-0.00000,-0.48946,22.918,1,3.0
17.5,32.9858774,-89.7895573,10.00,26.844,318.930,0.00000,-0.48946,22.918,1,3.0
17.6,32.9858854,-89.7895660,10.00,26.844,316.638,-0.00000,-0.48946,22.918,1,3.0
17.7,32.9858931,-89.7895750,10.00,26.844,314.346,-0.00000,-0.48946,22.918,1,3.0
17.8,32.9859005,-89.7895844,10.00,26.844,312.054,0.00000,-0.48946,22.918,1,3.0
17.9,32.9859076,-89.7895941,10.00,26.844,309.762,0.00000,-0.48946,22.918,1,3.0
18.0,32.9859143,-89.7896042,10.00,26.844,307.470,-0.00000,-0.48946,22.918,1,3.0
18.1,32.9859207,-89.7896146,10.00,26.844,305.179,0.00000,-0.48946,22.918,1,3.0
18.2,32.9859267,-89.7896252,10.00,26.844,302.887,0.00000,-0.48946,22.918,1,3.0
18.3,32.9859324,-89.7896362,10.00,26.844,300.595,0.00000,-0.48946,22.918,1,3.0
18.4,32.9859377,-89.7896474,10.00,26.844,298.303,-0.00000,-0.48946,22.918,1,3.0
18.5,32.9859427,-89.7896588,10.00,26.844,296.011,0.00000,-0.48946,22.918,1,3.0
18.6,32.9859472,-89.7896705,10.00,26.844,293.719,0.00000,-0.48946,22.918,1,3.0
18.7,32.9859513,-89.7896824,10.00,26.844,291.428,-0.00000,-0.48946,22.918,1,3.0
18.8,32.9859551,-89.7896945,10.00,26.844,289.136,0.00000,-0.48946,22.918,1,3.0
18.9,32.9859584,-89.7897067,10.00,26.844,286.844,0.00000,-0.48946,22.918,1,3.0
19.0,32.9859613,-89.7897191,10.00,26.844,284.552,-0.00000,-0.48946,22.918,1,3.0
19.1,32.9859638,-89.7897316,10.00,26.844,282.260,-0.00000,-0.48946,22.918,1,3.0
19.2,32.9859659,-89.7897443,10.00,26.844,279.968,0.00000,-0.48946,22.918,1,3.0
19.3,32.9859676,-89.7897570,10.00,26.844,277.677,0.00000,-0.48946,22.918,1,3.0
19.4,32.9859688,-89.7897698,10.00,26.844,275.385,-0.00000,-0.48946,22.918,1,3.0
19.5,32.9859696,-89.7897826,10.00,26.844,273.093,-0.00000,-0.48946,22.918,1,3.0
19.6,32.9859700,-89.7897955,10.00,26.844,270.801,0.00000,-0.48946,22.918,1,3.0
19.7,32.9859699,-89.7898084,10.00,26.844,268.509,-0.00000,-0.48946,22.918,1,3.0
19.8,32.9859694,-89.7898212,10.00,26.844,266.217,-0.00000,-0.48946,22.918,1,3.0
19.9,32.9859685,-89.7898341,10.00,26.844,263.926,0.00000,-0.48946,22.918,1,3.0
20.0,32.9859671,-89.7898468,10.00,26.844,261.634,-0.00000,-0.48946,22.918,1,3.0
20.1,32.9859653,-89.7898595,10.00,26.844,259.342,0.00000,-0.48946,22.918,1,3.0
20.2,32.9859631,-89.7898721,10.00,26.844,257.050,0.00000,-0.48946,22.918,1,3.0
20.3,32.9859605,-89.7898846,10.00,26.844,254.758,0.00000,-0.48946,22.918,1,3.0
20.4,32.9859575,-89.7898970,10.00,26.844,252.466,-0.00000,-0.48946,22.918,1,3.0
20.5,32.9859540,-89.7899092,10.00,26.844,250.175,0.00000,-0.48946,22.918,1,3.0
20.6,32.9859501,-89.7899212,10.00,26.844,247.883,0.00000,-0.48946,22.918,1,3.0
20.7,32.9859459,-89.7899330,10.00,26.844,245.591,-0.00000,-0.48946,22.918,1,3.0
20.8,32.9859412,-89.7899446,10.00,26.844,243.299,-0.00000,-0.48946,22.918,1,3.0
20.9,32.9859362,-89.7899560,10.00,26.844,241.007,0.00000,-0.48946,22.918,1,3.0
21.0,32.9859307,-89.7899672,10.00,26.844,238.715,0.00000,-0.48946,22.918,1,3.0
21.1,32.9859250,-89.7899780,10.00,26.844,236.424,0.00000,-0.48946,22.918,1,3.0
21.2,32.9859188,-89.7899886,10.00,26.844,234.132,0.00000,-0.48946,22.918,1,3.0
21.3,32.9859123,-89.7899989,10.00,26.844,231.840,-0.00000,-0.48946,22.918,1,3.0
21.4,32.9859055,-89.7900088,10.00,26.844,229.548,0.00000,-0.48946,22.918,1,3.0
21.5,32.9858983,-89.7900185,10.00,26.844,227.256,0.00000,-0.48946,22.918,1,3.0
21.6,32.9858908,-89.7900277,10.00,26.844,224.964,0.00000,-0.48946,22.918,1,3.0
21.7,32.9858830,-89.7900367,10.00,26.844,222.673,0.00000,-0.48946,22.918,1,3.0
21.8,32.9858749,-89.7900452,10.00,26.844,220.381,-0.00000,-0.48946,22.918,1,3.0
21.9,32.9858666,-89.7900533,10.00,26.844,218.089,0.00000,-0.48946,22.918,1,3.0
22.0,32.9858579,-89.7900611,10.00,26.844,215.797,0.00000,-0.48946,22.918,1,3.0
22.1,32.9858490,-89.7900684,10.00,26.844,213.505,0.00000,-0.48946,22.918,1,3.0
22.2,32.9858399,-89.7900753,10.00,26.844,211.213,0.00000,-0.48946,22.918,1,3.0
22.3,32.9858306,-89.7900817,10.00,26.844,208.922,-0.00000,-0.48946,22.918,1,3.0
22.4,32.9858210,-89.7900877,10.00,26.844,206.630,0.00000,-0.48946,22.918,1,3.0
22.5,32.9858113,-89.7900933,10.00,26.844,204.338,0.00000,-0.48946,22.918,1,3.0
22.6,32.9858013,-89.7900984,10.00,26.844,202.046,0.00000,-0.48946,22.918,1,3.0
22.7,32.9857913,-89.7901029,10.00,26.844,199.754,0.00000,-0.48946,22.918,1,3.0
22.8,32.9857810,-89.7901071,10.00,26.844,197.462,0.00000,-0.48946,22.918,1,3.0
22.9,32.9857707,-89.7901107,10.00,26.844,195.171,0.00000,-0.48946,22.918,1,3.0
23.0,32.9857602,-89.7901138,10.00,26.844,192.879,-0.00000,-0.48946,22.918,1,3.0
23.1,32.9857496,-89.7901164,10.00,26.844,190.587,0.00000,-0.48946,22.918,1,3.0
23.2,32.9857390,-89.7901185,10.00,26.844,188.295,-0.00000,-0.48946,22.918,1,3.0
23.3,32.9857282,-89.7901201,10.00,26.844,186.003,0.00000,-0.48946,22.918,1,3.0
23.4,32.9857175,-89.7901212,10.00,26.844,183.712,-0.00000,-0.48946,22.918,1,3.0
23.5,32.9857067,-89.7901218,10.00,26.844,181.420,-0.00000,-0.48946,22.918,1,3.0
23.6,32.9856959,-89.7901218,10.00,26.844,179.128,0.00000,-0.48946,22.918,1,3.0
23.7,32.9856851,-89.7901214,10.00,26.844,176.836,0.00000,-0.48946,22.918,1,3.0
23.8,32.9856743,-89.7901204,10.00,26.844,174.544,0.00000,-0.48946,22.918,1,3.0
23.9,32.9856636,-89.7901189,10.00,26.844,172.252,-0.00000,-0.48946,22.918,1,3.0
24.0,32.9856529,-89.7901170,10.00,26.844,169.961,-0.00000,-0.48946,22.918,1,3.0
24.1,32.9856423,-89.7901145,10.00,26.844,167.669,-0.00000,-0.48946,22.918,1,3.0
24.2,32.9856318,-89.7901115,10.00,26.844,165.377,-0.00000,-0.48946,22.918,1,3.0
24.3,32.9856214,-89.7901080,10.00,26.844,163.085,0.00000,-0.48946,22.918,1,3.0
24.4,32.9856112,-89.7901040,10.00,26.844,160.793,0.00000,-0.48946,22.918,1,3.0
24.5,32.9856011,-89.7900995,10.00,26.844,158.501,0.00000,-0.48946,22.918,1,3.0
24.6,32.9855911,-89.7900945,10.00,26.844,156.210,-0.00000,-0.48946,22.918,1,3.0
24.7,32.9855813,-89.7900891,10.00,26.844,153.918,-0.00000,-0.48946,22.918,1,3.0
24.8,32.9855717,-89.7900832,10.00,26.844,151.626,0.00000,-0.48946,22.918,1,3.0
24.9,32.9855623,-89.7900769,10.00,26.844,149.334,0.00000,-0.48946,22.918,1,3.0
25.0,32.9855531,-89.7900701,10.00,26.844,147.042,0.00000,-0.48946,22.918,1,3.0
25.1,32.9855442,-89.7900629,10.00,26.844,144.750,0.00000,-0.48946,22.918,1,3.0
25.2,32.9855355,-89.7900552,10.00,26.844,142.459,0.00000,-0.48946,22.918,1,3.0
25.3,32.9855270,-89.7900472,10.00,26.844,140.167,-0.00000,-0.48946,22.918,1,3.0
25.4,32.9855189,-89.7900387,10.00,26.844,137.875,-0.00000,-0.48946,22.918,1,3.0
25.5,32.9855110,-89.7900299,10.00,26.844,135.583,0.00000,-0.48946,22.918,1,3.0
25.6,32.9855035,-89.7900207,10.00,26.844,133.291,0.00000,-0.48946,22.918,1,3.0
25.7,32.9854962,-89.7900112,10.00,26.844,130.999,0.00000,-0.48946,22.918,1,3.0
25.8,32.9854893,-89.7900013,10.00,26.844,128.708,-0.00000,-0.48946,22.918,1,3.0
25.9,32.9854827,-89.7899911,10.00,26.844,126.416,0.00000,-0.48946,22.918,1,3.0
26.0,32.9854765,-89.7899806,10.00,26.844,124.124,-0.00000,-0.48946,22.918,1,3.0
26.1,32.9854706,-89.7899698,10.00,26.844,121.832,0.00000,-0.48946,22.918,1,3.0
26.2,32.9854651,-89.7899587,10.00,26.844,119.540,0.00000,-0.48946,22.918,1,3.0
26.3,32.9854600,-89.7899474,10.00,26.844,117.248,-0.00000,-0.48946,22.918,1,3.0
26.4,32.9854552,-89.7899358,10.00,26.844,114.957,0.00000,-0.48946,22.918,1,3.0
26.5,32.9854509,-89.7899240,10.00,26.844,112.665,0.00000,-0.48946,22.918,1,3.0
26.6,32.9854469,-89.7899121,10.00,26.844,110.373,-0.00000,-0.48946,22.918,1,3.0
26.7,32.9854433,-89.7898999,10.00,26.844,108.081,-0.00000,-0.48946,22.918,1,3.0
26.8,32.9854402,-89.7898876,10.00,26.844,105.789,0.00000,-0.48946,22.918,1,3.0
26.9,32.9854375,-89.7898751,10.00,26.844,103.497,0.00000,-0.48946,22.918,1,3.0
27.0,32.9854351,-89.7898626,10.00,26.844,101.206,-0.00000,-0.48946,22.918,1,3.0
27.1,32.9854333,-89.7898499,10.00,26.844,98.914,0.00000,-0.48946,22.918,1,3.0
27.2,32.9854318,-89.7898371,10.00,26.844,96.622,0.00000,-0.48946,22.918,1,3.0
27.3,32.9854308,-89.7898243,10.00,26.844,94.330,-0.00000,-0.48946,22.918,1,3.0
27.4,32.9854302,-89.7898114,10.00,26.844,92.038,-0.00000,-0.48946,22.918,1,3.0
