# RaceRender Data
Time,Latitude,Longitude,Altitude,MPH,Heading,X,Y,GPS_Update,Accuracy
3.606,32.9857895,-89.7896396,10.0,6.9,315.7,-1.470,2.005,1,3.0
3.706,32.9857927,-89.7896499,10.0,10.7,290.0,1.490,-1.938,1,3.0
3.806,32.9857975,-89.7896511,10.0,5.7,348.4,-1.472,1.978,1,3.0
3.907,32.9857859,-89.7896590,10.0,15.5,209.5,1.524,-2.045,1,3.0
4.007,32.9857869,-89.7896608,10.0,2.1,303.7,-1.550,1.603,1,3.0
4.107,32.9857867,-89.7896624,10.0,1.6,262.3,-0.214,-0.569,1,3.0
4.207,32.9857894,-89.7896725,10.0,10.3,287.5,1.487,2.038,1,3.0
4.307,32.9857865,-89.7896684,10.0,5.1,129.8,-1.445,-1.942,1,3.0
4.407,32.9857941,-89.7896756,10.0,11.2,321.8,1.469,-2.061,1,3.0
4.508,32.9857858,-89.7896679,10.0,12.2,142.3,0.500,-2.015,1,3.0
4.608,32.9857844,-89.7896796,10.0,11.5,261.9,-0.331,1.957,1,3.0
4.708,32.9857809,-89.7896781,10.0,4.3,159.6,-1.499,-2.022,1,3.0
4.808,32.9857826,-89.7896930,10.0,14.7,277.7,1.477,1.967,1,3.0
4.908,32.9857844,-89.7896909,10.0,3.0,43.7,-1.483,1.929,1,3.0
5.008,32.9857874,-89.7896944,10.0,4.9,315.0,0.839,-1.976,1,3.0
5.109,32.9857736,-89.7896987,10.0,16.6,194.5,1.511,-2.032,1,3.0
5.209,32.9857752,-89.7896985,10.0,1.9,5.7,-1.472,2.055,1,3.0
5.309,32.9857712,-89.7897042,10.0,7.3,230.1,1.517,-1.981,1,3.0
5.409,32.9857712,-89.7897184,10.0,13.8,270.0,1.483,1.990,1,3.0
5.509,32.9857691,-89.7897098,10.0,8.7,105.7,-1.484,-1.973,1,3.0
5.609,32.9857649,-89.7897124,10.0,5.5,207.0,-1.488,2.017,1,3.0
5.710,32.9857623,-89.7897183,10.0,6.5,242.6,0.493,1.895,1,3.0
5.810,32.9857592,-89.7897231,10.0,5.9,231.6,-0.307,-0.447,1,3.0
5.910,32.9857538,-89.7897300,10.0,9.1,227.1,1.405,-0.276,1,3.0
6.010,32.9857563,-89.7897432,10.0,13.2,282.7,1.517,2.013,1,3.0
6.110,32.9857507,-89.7897385,10.0,8.0,144.9,-1.552,-1.935,1,3.0
6.210,32.9857384,-89.7897457,10.0,15.9,206.3,1.429,1.927,1,3.0
6.311,32.9857498,-89.7897478,10.0,13.4,351.6,-1.132,1.958,1,3.0
6.411,32.9857376,-89.7897536,10.0,15.2,201.9,0.802,-1.988,1,3.0
6.511,32.9857397,-89.7897606,10.0,7.3,289.5,-1.472,1.929,1,3.0
6.611,32.9857390,-89.7897707,10.0,9.8,265.2,1.199,-1.904,1,3.0
6.711,32.9857267,-89.7897624,10.0,16.4,150.5,1.473,-2.063,1,3.0
6.811,32.9857209,-89.7897674,10.0,8.4,215.8,-1.507,2.075,1,3.0
6.912,32.9857196,-89.7897832,10.0,15.4,264.7,1.502,1.894,1,3.0
7.012,32.9857244,-89.7897817,10.0,5.7,14.8,-1.494,2.088,1,3.0
7.112,32.9857191,-89.7897881,10.0,8.7,225.3,1.374,-2.058,1,3.0
7.212,32.9857126,-89.7897845,10.0,8.3,155.3,-0.159,-1.930,1,3.0
7.312,32.9857105,-89.7897865,10.0,3.1,218.3,-1.578,1.455,1,3.0
7.412,32.9856958,-89.7898028,10.0,23.3,222.8,1.488,0.833,1,3.0
7.513,32.9856988,-89.7897967,10.0,6.9,58.9,-1.545,-1.920,1,3.0
7.613,32.9856995,-89.7897985,10.0,1.8,294.2,-1.489,-1.860,1,3.0
7.713,32.9856857,-89.7898027,10.0,16.5,194.3,1.559,-1.970,1,3.0
7.813,32.9856860,-89.7898084,10.0,5.6,273.6,-1.491,2.039,1,3.0
7.913,32.9856906,-89.7898038,10.0,7.0,40.1,0.612,1.974,1,3.0
8.013,32.9856881,-89.7898190,10.0,15.1,259.0,1.501,-1.955,1,3.0
8.114,32.9856765,-89.7898268,10.0,15.5,209.2,0.255,-2.043,1,3.0
8.214,32.9856650,-89.7898302,10.0,13.7,193.9,-0.870,-1.546,1,3.0
8.314,32.9856694,-89.7898331,10.0,5.9,330.7,-1.520,2.023,1,3.0
8.414,32.9856767,-89.7898436,10.0,13.2,309.6,1.472,-2.015,1,3.0
8.514,32.9856591,-89.7898506,10.0,21.6,198.6,1.521,-1.951,1,3.0
8.614,32.9856567,-89.7898494,10.0,3.0,157.3,-1.529,-1.029,1,3.0
8.715,32.9856641,-89.7898557,10.0,10.5,324.7,1.498,1.999,1,3.0
8.815,32.9856551,-89.7898580,10.0,10.6,192.2,0.076,-2.086,1,3.0
8.915,32.9856478,-89.7898620,10.0,9.4,204.7,-0.554,0.956,1,3.0
9.015,32.9856424,-89.7898692,10.0,9.5,228.0,0.064,1.849,1,3.0
9.115,32.9856363,-89.7898651,10.0,8.1,150.3,-0.660,-2.011,1,3.0
9.215,32.9856472,-89.7898727,10.0,14.7,329.7,1.482,1.985,1,3.0
9.316,32.9856405,-89.7898864,10.0,15.5,239.6,0.416,-2.039,1,3.0
9.416,32.9856311,-89.7898921,10.0,12.2,207.0,-1.481,-2.045,1,3.0
9.516,32.9856341,-89.7898924,10.0,3.5,355.1,-1.487,1.937,1,3.0
9.616,32.9856271,-89.7898822,10.0,12.9,129.5,1.512,2.045,1,3.0
9.716,32.9856305,-89.7898846,10.0,4.6,329.6,-1.545,-1.991,1,3.0
9.816,32.9856240,-89.7899013,10.0,18.0,245.1,1.465,-1.992,1,3.0
9.917,32.9856213,-89.7899105,10.0,9.5,250.7,-1.520,0.432,1,3.0
10.017,32.9856214,-89.7899038,10.0,6.5,88.7,-1.327,-1.974,1,3.0
10.117,32.9856249,-89.7899093,10.0,6.8,306.9,0.076,-1.982,1,3.0
10.217,32.9856246,-89.7899095,10.0,0.4,196.6,-1.475,-0.312,1,3.0
10.317,32.9856202,-89.7899110,10.0,5.3,196.2,1.543,0.002,1,3.0
10.417,32.9856263,-89.7899227,10.0,13.5,301.9,1.500,2.043,1,3.0
10.518,32.9856022,-89.7899220,10.0,28.0,178.6,1.513,-1.998,1,3.0
10.618,32.9856006,-89.7899285,10.0,6.6,253.8,-1.477,1.976,1,3.0
10.718,32.9856196,-89.7899356,10.0,23.0,342.4,1.417,1.963,1,3.0
10.818,32.9855999,-89.7899372,10.0,22.9,183.9,-0.102,-1.996,1,3.0
10.918,32.9856112,-89.7899314,10.0,14.3,23.3,-1.474,-2.054,1,3.0
11.018,32.9856137,-89.7899472,10.0,15.6,280.7,0.583,-1.942,1,3.0
11.119,32.9856089,-89.7899553,10.0,9.7,234.7,-1.490,-2.019,1,3.0
11.219,32.9856118,-89.7899425,10.0,12.9,74.9,1.518,-2.041,1,3.0
11.319,32.9856121,-89.7899571,10.0,14.2,271.5,0.589,-2.015,1,3.0
11.419,32.9856051,-89.7899603,10.0,8.7,200.8,-1.462,-1.939,1,3.0
11.519,32.9856089,-89.7899559,10.0,6.2,43.9,-1.170,-1.983,1,3.0
11.619,32.9856104,-89.7899586,10.0,3.2,304.1,-1.374,-1.972,1,3.0
11.720,32.9856070,-89.7899655,10.0,7.8,239.6,1.485,-2.121,1,3.0
11.820,32.9856081,-89.7899629,10.0,2.8,63.4,-1.483,-2.059,1,3.0
11.920,32.9856057,-89.7899746,10.0,11.8,256.0,1.502,-2.059,1,3.0
12.020,32.9856168,-89.7899698,10.0,13.7,20.0,0.916,1.987,1,3.0
12.120,32.9856090,-89.7899763,10.0,11.0,215.0,-1.273,-1.996,1,3.0
12.220,32.9856146,-89.7899768,10.0,6.5,355.8,-1.463,1.980,1,3.0
12.321,32.9856135,-89.7899847,10.0,7.8,260.8,0.646,-1.992,1,3.0
12.421,32.9856277,-89.7899919,10.0,17.9,336.8,1.498,1.977,1,3.0
12.521,32.9856226,-89.7899933,10.0,6.1,192.6,-1.530,-2.025,1,3.0
12.621,32.9856261,-89.7899806,10.0,13.0,72.0,1.505,-1.981,1,3.0
12.721,32.9856196,-89.7899872,10.0,9.9,220.7,-1.408,1.936,1,3.0
12.821,32.9856297,-89.7899996,10.0,16.8,314.3,1.476,1.982,1,3.0
12.922,32.9856276,-89.7899971,10.0,3.4,136.3,-1.507,-1.922,1,3.0
13.022,32.9856377,-89.7900022,10.0,12.7,337.4,1.472,-2.059,1,3.0
13.122,32.9856365,-89.7900021,10.0,1.3,178.3,-1.525,-1.657,1,3.0
13.222,32.9856404,-89.7900018,10.0,4.5,4.3,1.454,-2.046,1,3.0
13.322,32.9856371,-89.7900042,10.0,4.5,212.0,-0.025,-2.103,1,3.0
13.422,32.9856519,-89.7900029,10.0,17.1,4.2,1.477,1.966,1,3.0
13.523,32.9856421,-89.7900015,10.0,11.4,173.2,-1.497,1.853,1,3.0
13.623,32.9856503,-89.7900091,10.0,12.1,322.4,0.310,1.942,1,3.0
13.723,32.9856593,-89.7900026,10.0,12.2,31.4,0.116,1.956,1,3.0
13.823,32.9856621,-89.7900060,10.0,4.6,314.1,-1.518,-2.019,1,3.0
13.923,32.9856588,-89.7900092,10.0,4.9,219.5,0.134,-2.033,1,3.0
14.023,32.9856631,-89.7900108,10.0,5.2,342.5,0.114,2.090,1,3.0
14.124,32.9856683,-89.7900126,10.0,6.3,343.7,0.511,0.022,1,3.0
14.224,32.9856710,-89.7900035,10.0,9.4,71.1,1.429,1.943,1,3.0
14.324,32.9856763,-89.7900200,10.0,17.2,291.0,1.450,-1.877,1,3.0
14.424,32.9856744,-89.7900158,10.0,4.6,117.4,-1.522,-1.947,1,3.0
14.524,32.9856797,-89.7900120,10.0,7.1,30.6,1.135,-2.003,1,3.0
14.624,32.9856844,-89.7900031,10.0,10.3,58.4,1.421,2.030,1,3.0
14.725,32.9856921,-89.7900122,10.0,12.7,315.3,1.141,-1.989,1,3.0
14.825,32.9856917,-89.7900233,10.0,10.8,267.6,-0.908,-2.041,1,3.0
14.925,32.9856880,-89.7900173,10.0,7.3,126.5,-1.523,-1.948,1,3.0
15.025,32.9857034,-89.7900162,10.0,17.9,3.6,1.492,-2.073,1,3.0
15.125,32.9857083,-89.7900146,10.0,5.8,15.4,-1.525,0.572,1,3.0
15.225,32.9857088,-89.7900161,10.0,1.6,293.4,-1.516,-1.065,1,3.0
15.326,32.9857059,-89.7900161,10.0,3.4,179.9,0.766,-1.963,1,3.0
15.426,32.9857195,-89.7900150,10.0,15.9,3.7,1.511,-1.985,1,3.0
15.526,32.9857179,-89.7900164,10.0,2.4,215.6,-1.489,-1.941,1,3.0
15.626,32.9857227,-89.7900032,10.0,14.1,66.5,1.501,-1.939,1,3.0
15.726,32.9857260,-89.7900068,10.0,5.2,317.5,-1.478,-2.086,1,3.0
15.826,32.9857286,-89.7900200,10.0,13.3,283.3,1.482,-1.934,1,3.0
15.927,32.9857358,-89.7900080,10.0,14.3,54.5,0.484,1.968,1,3.0
16.027,32.9857362,-89.7900112,10.0,3.1,278.3,-1.492,-2.045,1,3.0
16.127,32.9857385,-89.7900026,10.0,8.8,71.9,1.513,1.981,1,3.0
16.227,32.9857400,-89.7900048,10.0,2.7,308.9,-1.549,-2.066,1,3.0
16.327,32.9857479,-89.7899965,10.0,12.2,41.1,1.470,1.992,1,3.0
16.427,32.9857437,-89.7900014,10.0,6.8,224.3,-1.520,-1.939,1,3.0
16.528,32.9857534,-89.7900061,10.0,12.1,337.7,1.453,1.950,1,3.0
16.628,32.9857607,-89.7899972,10.0,12.2,45.8,0.011,1.925,1,3.0
16.728,32.9857592,-89.7900065,10.0,9.3,259.3,-1.295,-1.973,1,3.0
16.828,32.9857556,-89.7900039,10.0,5.0,148.2,-1.466,-2.008,1,3.0
16.928,32.9857565,-89.7899979,10.0,5.9,79.5,0.460,-2.069,1,3.0
17.028,32.9857662,-89.7899962,10.0,11.3,8.3,1.492,-1.993,1,3.0
17.129,32.9857671,-89.7899989,10.0,2.8,291.9,-1.455,-1.701,1,3.0
17.229,32.9857760,-89.7899866,10.0,15.8,49.2,1.463,1.966,1,3.0
17.329,32.9857765,-89.7899842,10.0,2.4,75.9,-1.517,0.515,1,3.0
17.429,32.9857718,-89.7899958,10.0,12.6,244.4,1.504,2.072,1,3.0
17.529,32.9857731,-89.7899898,10.0,6.1,75.2,-1.493,-1.989,1,3.0
17.629,32.9857804,-89.7899856,10.0,9.4,26.1,1.460,-1.876,1,3.0
17.730,32.9857883,-89.7899708,10.0,17.0,57.4,1.499,1.948,1,3.0
17.830,32.9857857,-89.7899742,10.0,4.5,227.3,-1.514,2.007,1,3.0
17.930,32.9857907,-89.7899737,10.0,5.8,4.9,0.608,2.025,1,3.0
18.030,32.9857849,-89.7899695,10.0,7.9,148.5,0.920,2.017,1,3.0
18.130,32.9857848,-89.7899792,10.0,9.5,269.4,0.716,1.911,1,3.0
18.230,32.9857818,-89.7899706,10.0,9.1,112.5,-0.159,-1.948,1,3.0
18.331,32.9857861,-89.7899606,10.0,10.9,63.2,0.829,-1.943,1,3.0
18.431,32.9857871,-89.7899636,10.0,3.2,291.3,-1.476,-1.944,1,3.0
18.531,32.9857850,-89.7899604,10.0,4.0,126.9,0.366,-2.025,1,3.0
18.631,32.9857920,-89.7899611,10.0,8.1,355.3,1.513,-1.940,1,3.0
18.731,32.9857905,-89.7899501,10.0,10.8,99.5,1.210,2.082,1,3.0
18.831,32.9857980,-89.7899473,10.0,9.2,17.5,-0.685,-1.998,1,3.0
18.932,32.9857965,-89.7899447,10.0,3.1,126.2,-1.515,1.922,1,3.0
19.032,32.9857933,-89.7899486,10.0,5.2,226.3,0.986,1.923,1,3.0
19.132,32.9857817,-89.7899281,10.0,24.1,124.2,1.490,-1.950,1,3.0
19.232,32.9857834,-89.7899419,10.0,13.5,278.7,-1.517,2.034,1,3.0
19.332,32.9857891,-89.7899284,10.0,14.7,63.2,0.484,2.045,1,3.0
19.432,32.9857877,-89.7899307,10.0,2.8,233.6,-1.541,2.028,1,3.0
19.533,32.9857881,-89.7899323,10.0,1.6,285.5,-0.493,0.751,1,3.0
19.633,32.9857857,-89.7899243,10.0,8.2,109.7,1.524,-1.940,1,3.0
19.733,32.9857826,-89.7899220,10.0,4.3,147.0,-1.542,1.226,1,3.0
19.833,32.9857826,-89.7899107,10.0,11.0,90.3,1.505,-1.914,1,3.0
19.933,32.9857744,-89.7899156,10.0,10.7,207.0,-0.104,1.970,1,3.0
20.033,32.9857665,-89.7899002,10.0,17.6,121.3,1.491,-1.935,1,3.0
20.134,32.9857732,-89.7899058,10.0,9.4,325.0,-1.490,-2.002,1,3.0
20.234,32.9857721,-89.7899000,10.0,5.8,102.4,-1.483,2.087,1,3.0
20.334,32.9857726,-89.7898885,10.0,11.2,87.3,1.516,-1.298,1,3.0
20.434,32.9857696,-89.7898927,10.0,5.4,229.3,-1.444,2.087,1,3.0
20.534,32.9857625,-89.7898772,10.0,17.2,118.3,1.531,-2.009,1,3.0
20.634,32.9857680,-89.7898761,10.0,6.4,9.6,-1.445,-1.982,1,3.0
20.735,32.9857685,-89.7898806,10.0,4.4,277.7,-0.902,-2.026,1,3.0
20.835,32.9857534,-89.7898787,10.0,17.6,174.0,1.514,-2.045,1,3.0
20.935,32.9857538,-89.7898796,10.0,1.0,296.2,-1.486,0.933,1,3.0
21.035,32.9857500,-89.7898612,10.0,18.5,103.8,1.584,2.096,1,3.0
21.135,32.9857572,-89.7898629,10.0,8.5,348.7,-1.466,-1.922,1,3.0
21.235,32.9857390,-89.7898556,10.0,22.2,161.2,1.478,2.011,1,3.0
21.336,32.9857390,-89.7898461,10.0,9.2,90.3,-1.482,-1.965,1,3.0
21.436,32.9857357,-89.7898434,10.0,4.7,144.5,-1.526,1.946,1,3.0
21.536,32.9857400,-89.7898421,10.0,5.1,13.7,0.226,-2.013,1,3.0
21.636,32.9857328,-89.7898351,10.0,10.8,141.0,1.485,1.999,1,3.0
21.736,32.9857346,-89.7898301,10.0,5.3,67.1,-1.491,-2.014,1,3.0
21.836,32.9857272,-89.7898294,10.0,8.6,175.6,1.502,1.941,1,3.0
21.937,32.9857175,-89.7898274,10.0,11.5,170.3,1.293,-0.510,1,3.0
22.037,32.9857210,-89.7898248,10.0,4.8,32.0,-1.510,-1.937,1,3.0
22.137,32.9857141,-89.7898220,10.0,8.5,161.3,1.452,2.045,1,3.0
22.237,32.9857113,-89.7898152,10.0,7.4,116.0,-0.477,-1.982,1,3.0
22.337,32.9857093,-89.7898132,10.0,3.0,140.4,-1.530,0.539,1,3.0
22.437,32.9857023,-89.7897938,10.0,20.6,113.2,1.509,-2.091,1,3.0
22.538,32.9856958,-89.7897910,10.0,8.0,160.6,-1.466,2.028,1,3.0
22.638,32.9856936,-89.7897915,10.0,2.5,191.4,-1.431,0.654,1,3.0
22.738,32.9856970,-89.7897971,10.0,6.7,305.5,1.541,1.957,1,3.0
22.838,32.9856910,-89.7897893,10.0,10.3,131.9,1.508,-1.990,1,3.0
22.938,32.9856838,-89.7897825,10.0,10.7,142.0,0.180,0.808,1,3.0
23.038,32.9856769,-89.7897777,10.0,9.3,149.9,-0.617,0.643,1,3.0
23.139,32.9856768,-89.7897664,10.0,11.0,90.2,0.791,-1.938,1,3.0
23.239,32.9856687,-89.7897636,10.0,9.8,163.8,-0.552,1.987,1,3.0
23.339,32.9856766,-89.7897693,10.0,10.7,328.7,0.422,2.088,1,3.0
23.439,32.9856736,-89.7897516,10.0,17.6,101.4,1.501,1.984,1,3.0
23.539,32.9856640,-89.7897513,10.0,11.2,178.9,-1.510,2.004,1,3.0
23.639,32.9856620,-89.7897526,10.0,2.6,208.2,-1.496,0.603,1,3.0
23.740,32.9856582,-89.7897551,10.0,5.0,209.2,1.132,0.032,1,3.0
23.840,32.9856522,-89.7897330,10.0,22.6,108.0,1.494,-2.025,1,3.0
23.940,32.9856429,-89.7897371,10.0,11.5,199.9,-1.515,1.956,1,3.0
24.040,32.9856456,-89.7897248,10.0,12.3,75.2,0.331,-1.978,1,3.0
24.140,32.9856514,-89.7897282,10.0,7.5,333.9,-1.473,-2.006,1,3.0
24.240,32.9856356,-89.7897189,10.0,20.5,153.6,1.467,1.996,1,3.0
24.341,32.9856440,-89.7897208,10.0,9.9,348.8,-1.493,-1.991,1,3.0
24.441,32.9856274,-89.7897124,10.0,20.9,156.8,1.506,2.015,1,3.0
24.541,32.9856234,-89.7897056,10.0,8.1,125.3,-1.562,-2.090,1,3.0
24.641,32.9856282,-89.7896960,10.0,10.8,58.9,1.226,-1.950,1,3.0
24.741,32.9856214,-89.7897024,10.0,10.1,218.1,-0.318,1.972,1,3.0
24.841,32.9856263,-89.7896945,10.0,9.6,53.1,-0.208,-1.912,1,3.0
24.942,32.9856279,-89.7896967,10.0,2.8,310.4,-1.496,-2.099,1,3.0
25.042,32.9856230,-89.7896989,10.0,6.1,200.1,1.534,-1.942,1,3.0
25.142,32.9856221,-89.7896900,10.0,8.7,97.2,1.195,-2.034,1,3.0
25.242,32.9856151,-89.7896784,10.0,13.8,125.6,1.517,1.954,1,3.0
25.342,32.9856169,-89.7896839,10.0,5.7,291.3,-1.500,2.047,1,3.0
25.442,32.9856176,-89.7896737,10.0,10.0,85.6,1.533,1.972,1,3.0
25.543,32.9856164,-89.7896719,10.0,2.2,127.5,-1.528,0.682,1,3.0
25.643,32.9856232,-89.7896702,10.0,8.0,11.9,1.507,-2.040,1,3.0
25.743,32.9856137,-89.7896727,10.0,11.3,192.4,1.468,-1.953,1,3.0
25.843,32.9856108,-89.7896636,10.0,9.4,110.9,-0.833,-2.068,1,3.0
25.943,32.9856117,-89.7896486,10.0,14.7,85.7,1.479,-2.042,1,3.0
26.043,32.9856125,-89.7896540,10.0,5.4,279.8,-1.492,-1.895,1,3.0
26.144,32.9856055,-89.7896439,10.0,12.7,129.5,1.519,-2.095,1,3.0
26.244,32.9856137,-89.7896496,10.0,11.0,329.6,-0.805,-2.004,1,3.0
26.344,32.9856042,-89.7896452,10.0,11.8,158.6,0.370,-2.056,1,3.0
26.444,32.9856104,-89.7896390,10.0,9.4,40.1,-1.096,-2.038,1,3.0
26.544,32.9856101,-89.7896458,10.0,6.6,267.0,-1.211,-1.997,1,3.0
26.644,32.9856077,-89.7896360,10.0,9.9,106.3,1.515,-2.013,1,3.0
26.745,32.9856118,-89.7896326,10.0,5.8,34.7,-1.542,-1.971,1,3.0
26.845,32.9856195,-89.7896310,10.0,9.1,10.0,1.511,-1.846,1,3.0
26.945,32.9856157,-89.7896341,10.0,5.4,214.6,-1.548,-1.980,1,3.0
27.045,32.9856181,-89.7896335,10.0,2.9,11.8,-1.133,2.020,1,3.0
27.145,32.9856135,-89.7896248,10.0,10.0,122.3,1.517,1.941,1,3.0
27.245,32.9856203,-89.7896236,10.0,8.0,8.2,-0.963,-1.980,1,3.0
27.346,32.9856149,-89.7896198,10.0,7.3,149.1,-0.282,2.056,1,3.0
27.446,32.9856196,-89.7896132,10.0,8.3,49.9,0.484,-2.057,1,3.0
27.546,32.9856225,-89.7896062,10.0,7.6,63.7,-0.360,0.748,1,3.0
27.646,32.9856194,-89.7896197,10.0,13.6,254.6,1.477,-2.047,1,3.0
27.746,32.9856269,-89.7896103,10.0,12.6,46.3,-0.383,2.023,1,3.0
27.846,32.9856318,-89.7896020,10.0,9.9,54.8,-1.287,0.727,1,3.0
27.947,32.9856340,-89.7896077,10.0,6.1,295.2,-1.495,-2.062,1,3.0
28.047,32.9856327,-89.7896071,10.0,1.7,160.2,-1.517,-1.681,1,3.0
28.147,32.9856464,-89.7896108,10.0,16.4,347.4,1.491,-1.968,1,3.0
28.247,32.9856400,-89.7896047,10.0,9.5,141.6,-1.499,1.962,1,3.0
28.347,32.9856490,-89.7895877,10.0,19.6,57.7,1.508,-1.930,1,3.0
28.447,32.9856488,-89.7895930,10.0,5.1,266.8,-1.483,-2.004,1,3.0
28.548,32.9856539,-89.7895967,10.0,6.9,328.9,0.863,1.971,1,3.0
28.648,32.9856461,-89.7895969,10.0,9.0,181.8,0.953,-1.998,1,3.0
28.748,32.9856556,-89.7895912,10.0,12.3,27.1,1.527,-1.958,1,3.0
28.848,32.9856530,-89.7895959,10.0,5.5,236.8,-1.491,-1.935,1,3.0
28.948,32.9856517,-89.7895893,10.0,6.6,103.2,0.511,-2.122,1,3.0
29.048,32.9856707,-89.7895926,10.0,22.3,351.7,1.475,-2.059,1,3.0
29.149,32.9856771,-89.7895855,10.0,10.2,42.7,-1.471,1.965,1,3.0
29.249,32.9856580,-89.7895836,10.0,22.2,175.2,1.491,1.989,1,3.0
29.349,32.9856768,-89.7895808,10.0,21.9,7.2,-0.222,-1.955,1,3.0
29.449,32.9856769,-89.7895931,10.0,12.0,271.0,-1.542,-1.936,1,3.0
29.549,32.9856824,-89.7895855,10.0,9.7,49.8,-1.027,2.016,1,3.0
29.649,32.9856920,-89.7895889,10.0,11.7,343.6,0.879,-1.979,1,3.0
29.750,32.9856903,-89.7895843,10.0,4.9,113.5,-1.519,2.004,1,3.0
29.850,32.9856961,-89.7895939,10.0,11.6,305.5,1.514,-2.070,1,3.0
29.950,32.9856920,-89.7895880,10.0,7.5,129.3,-1.469,-2.010,1,3.0
30.050,32.9856958,-89.7895807,10.0,8.4,58.9,0.408,-2.009,1,3.0
30.150,32.9856990,-89.7895928,10.0,12.5,287.8,1.499,-1.969,1,3.0
30.250,32.9857088,-89.7895912,10.0,11.5,8.1,-0.443,1.886,1,3.0
30.351,32.9857139,-89.7895934,10.0,6.3,339.7,-1.447,-1.420,1,3.0
30.451,32.9857162,-89.7895823,10.0,11.2,76.4,1.475,1.954,1,3.0
30.551,32.9857339,-89.7895911,10.0,22.3,337.3,1.489,-1.935,1,3.0
30.651,32.9857289,-89.7895814,10.0,11.0,121.7,-1.478,1.997,1,3.0
30.751,32.9857277,-89.7895890,10.0,7.5,258.9,-1.553,2.004,1,3.0
30.851,32.9857278,-89.7895877,10.0,1.2,80.3,-1.510,-1.789,1,3.0
30.952,32.9857368,-89.7895929,10.0,11.6,334.0,1.504,-1.912,1,3.0
31.052,32.9857420,-89.7895887,10.0,7.3,34.3,-1.448,1.958,1,3.0
31.152,32.9857335,-89.7895921,10.0,10.3,198.6,1.407,2.017,1,3.0
31.252,32.9857506,-89.7895901,10.0,19.9,5.4,1.512,1.972,1,3.0
31.352,32.9857499,-89.7896019,10.0,11.4,266.3,-1.499,-1.951,1,3.0
31.452,32.9857519,-89.7895903,10.0,11.5,78.6,0.016,2.004,1,3.0
